HGNC symbol	MGI symbol
SOCS2	Gm9847
PLCH1	Plch1
TAS2R10	Tas2r105
TAS2R10	Tas2r106
TAS2R10	Tas2r104
RNA5SP198	n-R5s198
CACUL1	Cacul1
NDUFA1	Ndufa1
DEFB106B	Defb15
LECT2	Lect2
RMND1	Rmnd1
RADIL	Radil
	Gm27427
SF1	Sf1
IDI2	Gm9745
IDI2	Idi2
TMEM38A	Tmem38a
	Gm27608
HAUS5	Haus5
FASN	Fasn
FLNB	Flnb
CCDC85C	Ccdc85c
TSPAN32	Tspan32
FAM156B	Tmem29
ZBED4	Zbed4
VIM	Vim
ACOT13	Acot13
CTSL	Ctsj
CTSL	Ctsr
CTSL	Ctsll3
CTSL	4930486L24Rik
CTSL	Cts3
CTSL	Ctsm
CTSL	Cts8
PSMB2	Psmb2
CASQ2	Casq2
EMP3	Emp3
ARL3	Arl3
OSER1	Oser1
RNU6-860P	Gm26062
FRMD7	Frmd7
ELF3	Elf3
RNA5SP157	Gm23289
MYH6	Myh6
NTAN1	Ntan1
SIGLEC11	Siglecg
TBC1D1	Tbc1d1
ENSA	Ensa
LIN54	Lin54
GYPA	Gypa
	Gm24615
C21orf2	1810043G02Rik
SNX20	Snx20
TSPAN2	Tspan2
CIB3	Cib3
CFD	Cfd
CROT	Crot
DAPK1	Dapk1
OR9Q2	Olfr1497
C10orf99	2610528A11Rik
PRPH2	Prph2
NAA20	Naa20
USP17L29	Usp17le
USP17L29	Usp17lb
ITGA11	Itga11
DLG3	Dlg3
DUSP6	Dusp6
SYNPR	Synpr
ZNF385A	Zfp385a
RNU6-159P	Gm22259
CD83	Cd83
DAND5	Dand5
FAM150A	Fam150a
D2HGDH	D2hgdh
AMICA1	Amica1
RASA1	Rasa1
CSTA	Gm5689
LSM7	Gm10146
BMS1	Bms1
USP17L17	Usp17le
USP17L17	Usp17lb
TMEM19	Tmem19
LIPG	Lipg
TRAF5	Traf5
CYP3A7-CYP3A51P	Cyp3a41b
CYP3A7-CYP3A51P	Cyp3a41a
CYP3A7-CYP3A51P	Cyp3a44
CYP3A7-CYP3A51P	Cyp3a11
ANXA2	Anxa2
FOXK1	Foxk1
CHD7	Chd7
RCOR3	Rcor3
RNA5SP421	n-R5s76
RPS6KA5	Rps6ka5
CALML3	Calml3
STIM1	Stim1
FAM90A26	C86695
ABHD12B	Abhd12b
EVI5L	Evi5l
	Il11ra1
RIPPLY3	Ripply3
RN7SL63P	Gm22876
UGT2A2	Ugt2a1
UGT2A2	Ugt2a2
RNF144B	Rnf144b
NDFIP2	Ndfip2
RRAD	Rrad
ACOT11	Acot11
GCNT2	Gcnt2
C4orf33	D3Ertd751e
COX4I2	Cox4i2
GABRR1	Gabrr1
CEP192	Cep192
NGFRAP1	Ngfrap1
SLC26A10	Slc26a10
KHDRBS1	Khdrbs1
ELFN2	Elfn2
RNU6-115P	Gm25713
RNU6-682P	Gm22805
RALGAPB	Ralgapb
DYRK3	Dyrk3
GRM6	Grm6
AQP3	Aqp3
SH3GLB1	Sh3glb1
CCL28	Ccl28
RHPN2	Rhpn2
SNORD60	Snord60
DHRS1	Dhrs1
RNU6-187P	Gm26062
SPINK1	Spink1
NEGR1	Negr1
CDO1	Cdo1
FDXR	Fdxr
CERCAM	Cercam
RNU6-99P	Gm24996
FAM179B	Fam179b
CNTNAP5	Cntnap5a
DOK4	Dok4
RPP30	Rpp30
ARHGEF37	Arhgef37
ERN1	Ern1
RGS2	Rgs2
LY6G6E	Ly6g6e
BHLHE22	Bhlhe22
PRADC1	Pradc1
AKR1B10	Akr1b8
S100A7L2	S100a7a
CCDC88C	Ccdc88c
NUFIP2	Nufip2
C3orf18	6430571L13Rik
JRKL	Jrkl
LACE1	Lace1
KRTAP10-2	Gm3250
KRTAP10-2	Gm19402
ZG16	Zg16
SNORD6	Gm24357
MESP1	Mesp1
GBP4	Gbp7
GBP4	Gbp3
CNP	Cnp
DHX35	Dhx35
MFSD5	Mfsd5
PTS	Pts
ENAM	Enam
ARHGEF11	Arhgef11
TOP3B	Top3b
C3orf58	1190002N15Rik
DEFB118	Defb21
SPAG9	Spag9
OR6C75	Olfr790
NKIRAS1	Nkiras1
ATP5H	Gm10250
ATP5H	Atp5h
RNU2-40P	Gm24037
ARL10	Arl10
GPR45	Gpr45
LARS	Lars
CTSK	Ctsk
ANKRD60	Ankrd60
	Mpv17l
SLC38A1	Slc38a1
POGK	Pogk
IL1R1	Il1r1
IFI30	Ifi30
TCN2	Tcn2
STRA13	Stra13
RNA5SP420	n-R5s76
OSTF1	Ostf1
MAML3	Maml3
TLL1	Tll1
LHX9	Lhx9
EIF2AK1	Eif2ak1
NACA	Naca
KDM2A	Kdm2a
ITGAX	Itgax
PLEKHM1	Plekhm1
CABP2	Cabp2
ALPI	Alppl2
ALPI	Alpi
ALPI	Akp3
FOXA1	Foxa1
DMRT2	Dmrt2
GPX5	Gpx5
NAT2	Nat1
NAT2	Nat3
DEFB130	Defb47
UFL1	Ufl1
IL17RC	Il17rc
IDH2	Idh2
FOXN4	Foxn4
MYBPHL	Mybphl
WBP1L	Wbp1l
FIGNL1	Fignl1
P4HA1	P4ha1
RAP2C	Rap2c
POMT2	Pomt2
ADH1C	Adh1
GALNT16	Galnt16
GPR20	Gpr20
ZNF330	Zfp330
MAGEB6	Mageb2
MAGEB6	Gm5072
MAGEB6	Gm8914
MAGEB6	Mageb1
RTCA	Rtca
RNU6-30P	Gm23732
ACOT1	Acot1
HRSP12	Hrsp12
TLR2	Tlr2
RPL36	Gm8973
WDR35	Wdr35
ZNF781	Gm10033
ZNF781	Zfp781
ZNF781	D130040H23Rik
AP1B1	Ap1b1
GOLT1A	Golt1a
	Gm27308
	Gm22192
TGS1	Tgs1
IZUMO4	Izumo4
PECAM1	Pecam1
FTMT	Ftmt
RN7SKP147	Gm24883
SERTM1	Sertm1
RNU6-889P	Gm24676
RNU6-889P	Gm24072
	Gm27849
	Babam1
BNC1	Bnc1
FAM151B	Fam151b
RAPGEF2	Rapgef2
NCAM1	Ncam1
POLG	Polg
RNU6-570P	Gm22572
HBP1	Hbp1
STK10	Stk10
PRMT6	Prmt6
NEFL	Nefl
DLL1	Dll1
	Gm24894
HBB	Hbb-bs
COPS5	Cops5
RNA5SP95	n-R5s46
SNORA24	Gm24252
RNU6-1008P	Gm25864
ANKRD36	Gm21119
ANKRD36	Poteg
ANKRD36	4931423N10Rik
GNL2	Gnl2
GRM5	Grm5
NUP37	Nup37
DRC7	Drc7
SDF2L1	Sdf2l1
GTPBP4	Gtpbp4
PIWIL4	Piwil4
PPP1R3E	Ppp1r3e
	Gm23554
	Gm24998
	Gm24505
	Gm24443
	Gm22319
	Gm23823
	Gm25272
	Gm23079
	Gm26021
	Gm23014
	Gm23609
	Gm22724
	Gm23908
	Gm22833
	Gm22722
	Gm25311
	Gm23527
	Gm25418
	Gm23270
	Gm24246
	Gm22470
	Gm25561
	Gm22020
	Gm23910
	Gm25092
	Gm24790
	Gm25148
RNA5SP50	Gm23957
SLC18A2	Slc18a2
RC3H1	Rc3h1
ALYREF	Gm4307
ALYREF	Gm4305
ALYREF	Gm4302
ALYREF	Gm4303
	Kdm4c
SNORD8	Snord8
DEXI	Dexi
SLC13A4	Slc13a4
RAB5B	Rab5b
RING1	Ring1
RNU6-98P	Gm23847
SNORD90	Snord90
UBA3	Uba3
PRLH	Prlh
NOP9	Nop9
PARM1	Parm1
TMEM213	Tmem213
RNY1P6	Gm26168
GDPD5	Gdpd5
XPA	Xpa
HBG2	Hbb-bh1
LDOC1L	Ldoc1l
PPP1R14A	Ppp1r14a
SV2B	Sv2b
OR10A3	Olfr517
OR10A3	Olfr516
CELA1	Cela1
EML1	Eml1
SHQ1	Shq1
RNU6-447P	Gm26062
SSR1	Ssr1
RPL18A	Rpl18a
GPR149	Gpr149
HTR4	Htr4
SSR3	Ssr3
GPR141	Gpr141
UPK3A	Upk3a
SRRM2	Srrm2
RNU6-1263P	Gm23097
RPL34	Rpl34
RNY1P7	Gm23921
HP	Hp
RNU6-751P	Gm25886
OR5P3	Olfr508
OR5P3	Olfr480
TSHR	Tshr
RNFT1	Rnft1
UGT2A1	Ugt2a1
GLOD5	Glod5
TXNL4B	Txnl4b
OGN	Ogn
ESF1	Esf1
KISS1R	Kiss1r
RN7SKP110	Gm22316
RNU6-409P	Gm27995
RNU6-960P	Gm22606
ASCL2	Ascl2
ANKRD20A1	Gm21119
ANKRD20A1	Poteg
ANKRD20A1	4931423N10Rik
ITFG1	Itfg1
SAMD1	Samd1
SPIRE1	Spire1
CDK2	Cdk2
RNF187	Rnf187
DEFB124	Defb25
NAIP	Naip1
OTOG	Otog
ATP6V0A4	Atp6v0a4
PRPS2	Prps2
MAF1	Maf1
METTL1	Mettl1
OR10A6	Olfr517
OR10A6	Olfr516
NFKBID	Nfkbid
RAB1B	Rab1b
CDH22	Cdh22
NTM	Ntm
CHN1	Chn1
DDT	Ddt
HNF4G	Hnf4g
EXOC3L4	Exoc3l4
CD209	Cd209e
CD209	Cd209b
	Gm27653
PRLR	Prlr
RPL36AL	Gm6525
MTMR14	Mtmr14
ASAH2	Asah2
SOX2	Sox2
USH2A	Ush2a
DHODH	Dhodh
TAS2R13	Tas2r124
CH25H	Ch25h
CDY1B	Cdyl
SCARNA17	Gm23119
KIAA1191	4833439L19Rik
CSF1R	Csf1r
TMOD2	Tmod2
AIG1	Aig1
SDHAF3	Sdhaf3
OR2T2	Olfr721-ps1
BCL6	Bcl6
DNASE2	Dnase2a
RNU6-729P	Gm26500
RNU6-729P	Gm26375
SHBG	Shbg
TREH	Treh
CD63	Cd63
LACTB2	Lactb2
SLC6A3	Slc6a3
PPME1	Ppme1
ATP2A3	Atp2a3
IQCJ-SCHIP1	Schip1
ESYT2	Esyt2
GOT2	Got2
SNORD52	Snord52
PLEKHA4	Plekha4
FXYD7	Fxyd7
ECM2	Ecm2
GCAT	Gcat
MYL6	Myl6
RAB7A	Rab7
ZNF684	B020011L13Rik
ZNF684	Gm7145
AKAP2	Akap2
CCDC7	Ccdc7
ITFG2	Itfg2
ATP5I	Atp5k
ANO2	Ano2
FRMD8	Frmd8
RAD18	Rad18
ACVR1C	Acvr1c
GATM	Gatm
CRABP2	Crabp2
SLC25A3	Slc25a3
WDPCP	Wdpcp
BRD8	Brd8
TIMM23B	Timm23
TIMM23B	Gm10273
ZNF516	Zfp516
RNA5SP413	n-R5s76
GNAI2	Gnai2
CAP1	Cap1
ANKRD26	Gm21119
ANKRD26	Poteg
ANKRD26	4931423N10Rik
DLGAP5	Dlgap5
MAGI2	Magi2
IFNA4	Ifna11
IFNA4	Ifna5
IFNA4	Ifna1
ATP9B	Atp9b
SPATA31A5	Spata31
TNIP1	Tnip1
MATR3	Gm28285
MATR3	Matr3
PRKCDBP	Prkcdbp
OR10A2	Olfr713
OR10A2	Olfr714
B3GLCT	B3glct
CHIA	Chil5
CHIA	Chia1
KRT80	Krt80
PSPN	Pspn
COA5	Coa5
GLYCTK	Glyctk
TYMP	Tymp
FIBP	Fibp
C18orf25	8030462N17Rik
CHRNA10	Chrna10
SOX11	Sox11
EEF1E1-BLOC1S5	Eef1e1
CHRNB3	Chrnb3
RFX1	Rfx1
SLC17A3	Slc17a3
NDUFS6	Ndufs6
ZNF142	Zfp142
ACAT2	Acat3
ZNF239	Zfp239
UBALD1	Ubald1
FARS2	Fars2
P2RX4	P2rx4
SPTLC1	Sptlc1
MRPL34	Mrpl34
FGFRL1	Fgfrl1
TMC8	Tmc8
ZIC2	Zic2
ZDHHC22	Zdhhc22
TRIM16	Trim16
TOMM40	Tomm40
OR2K2	Olfr267
SLC19A3	Slc19a3
CYP4A11	Cyp4a31
CYP4A11	Cyp4a32
BMP7	Bmp7
ZNF280C	Zfp280c
SLC32A1	Slc32a1
MAGEA4	Magea6
MAGEA4	Magea3
MAGEA4	Magea8
MAGEA4	Magea1
MAGEA4	Magea2
MAGEA4	Magea5
RNU1-36P	Gm22866
RNU4-86P	Gm26478
BSCL2	Bscl2
SNORD123	Snord123
MORN4	Morn4
C15orf48	AA467197
IFT172	Ift172
PLA2G10	Pla2g10
RNU6-394P	Gm25886
MRGPRX2	Mrgpra6
MRGPRX2	Mrgpra9
MRGPRX2	Mrgpra1
MRGPRX2	Mrgpra2a
MRGPRX2	Mrgpra2b
MRGPRX2	Mrgpra3
ASB12	Asb12
IRX5	Irx5
VASP	Vasp
SLMO1	Slmo1
DPYSL5	Dpysl5
C10orf11	1700112E06Rik
RNA5SP295	n-R5s50
BMP10	Bmp10
SPATC1	Spatc1
GPR22	Gpr22
ALDH5A1	Aldh5a1
CRY1	Cry1
IGSF10	Igsf10
RN7SKP250	Gm24447
RNU6-1197P	Gm23625
RNU6-1197P	Gm22591
COX14	Cox14
COL4A2	Col4a2
TPSG1	Tpsg1
ICT1	Ict1
LINGO2	Lingo2
RNU1-14P	Gm22866
S100Z	S100z
RRNAD1	Rrnad1
IL17RB	Il17rb
OR7A17	Olfr1351
AADACL4	9430007A20Rik
AADACL4	Gm13124
AADACL4	Gm13177
AADACL4	Gm436
HNF1A	Hnf1a
SRP54	Srp54a
SPINK2	Spink2
WDHD1	Wdhd1
NUDT21	Nudt21
HAND2	Hand2
TPGS1	Tpgs1
RNF126	Rnf126
SRPR	Srpr
FCHO2	Fcho2
ZBTB9	Zbtb9
SNORA19	Gm24625
SNORA19	Snora19
SNORA19	Gm23658
RNU6-362P	Gm23854
FBXW12	Fbxw20
FBXW12	Fbxw13
ELOVL7	Elovl7
TTLL5	Ttll5
EMC9	Emc9
PRAMEF14	Gm13128
PRAMEF14	Gm13125
PRAMEF14	Pramef12
PRAMEF14	Pramel7
PRAMEF14	Gm7942
ALPK1	Alpk1
RNU1-1	Gm25682
AGFG2	Agfg2
SAP18	Sap18
SAP18	Gm10094
ALDH16A1	Aldh16a1
PRCP	Prcp
ADM2	Adm2
CEP350	Cep350
RTCB	Rtcb
TCEAL6	Tceal5
	Asl
SHTN1	Shtn1
RNVU1-17	Gm25682
SLC16A7	Slc16a7
VPS13D	Vps13d
HSDL2	Hsdl2
FAM168B	Fam168b
TMEM184B	Tmem184b
PSMD4	Psmd4
EMC1	Emc1
PDGFB	Pdgfb
NPFFR2	Npffr2
DEAF1	Deaf1
LRRC49	Lrrc49
	Kcnmb2
TAOK2	Taok2
ZNF483	Zkscan16
H2AFB1	H2afb2
H2AFB1	Gm14920
SP9	Sp9
TBC1D8	Tbc1d8
PDCD6	Pdcd6
NARS	Nars
TIFAB	Tifab
AKR1C3	Akr1c20
AKR1C3	Akr1c21
AKR1C3	Akr1c14
HEATR5A	Heatr5a
APOBEC3H	Apobec3
MAL2	Mal2
ZDHHC11	Zdhhc11
USP17L4	Usp17le
USP17L4	Usp17lb
SLC22A4	Slc22a4
CAB39	Cab39
	Pdgfra
NDUFB7	Ndufb7
C5orf47	4930524B15Rik
MBLAC2	Mblac2
DNALI1	Dnali1
RNA5SP407	n-R5s76
LSMEM1	Lsmem1
DDX24	Ddx24
OSMR	Osmr
CTRC	Ctrc
GALK1	Galk1
SNORD94	Gm22486
NUP35	Nup35
KRT18	Krt18
SLC22A8	Slc22a8
DHX29	Dhx29
LRP3	Lrp3
CFI	Cfi
KRTAP10-10	Gm3250
KRTAP10-10	Gm19402
NHLRC1	Nhlrc1
P2RY6	P2ry6
OR5A1	Olfr76
INHBA	Inhba
LTB	Ltb
GUCY1A3	Gucy1a3
RNU6-1270P	Gm23864
HRNR	Hrnr
RNU6-435P	Gm25112
IGHV1-24	Ighv1-34
IGHV1-24	Ighv1-39
IGHV1-24	Ighv1-50
IGHV1-24	Ighv1-52
IGHV1-24	Ighv1-53
IGHV1-24	Ighv1-54
IGHV1-24	Ighv1-55
CES1	Ces1a
CES1	Ces1c
CES1	Ces1b
CES1	Ces1d
CRYBA1	Cryba1
MYL10	Myl10
RNU6-123P	Gm24374
BBS4	Bbs4
SH3TC2	Sh3tc2
PGK1	Pgk1
PGK1	Pgk1-rs7
UGT2B15	Ugt2b34
UGT2B15	Ugt2b1
UGT2B15	Ugt2b35
UGT2B15	Ugt2b36
UGT2B15	Ugt2b5
UGT2B15	Ugt2b37
UGT2B15	Ugt2b38
IGKC	Igkc
CTAG1A	Gm6880
PSMB4	Psmb4
PROSC	Prosc
MED29	Med29
TRGV11	Tcrg-V3
TRGV11	Trgv2
TRGV11	Tcrg-V1
DYNC1LI2	Dync1li2
CDK14	Cdk14
RNU4-22P	Gm26478
KIN	Kin
RNU6-1152P	Gm25464
	Prpf18
RN7SKP99	Gm25925
RNY1P16	Gm26168
BCAR1	Bcar1
PTPN21	Ptpn21
IRX6	Irx6
ELMOD2	Elmod2
CISH	Cish
HIST1H4A	Hist1h4i
SLC6A13	Slc6a13
GTPBP2	Gtpbp2
PCNXL4	Pcnxl4
RNU6-1088P	Gm24848
PCED1B	Pced1b
TMEM55B	Tmem55b
RNU6-345P	Gm26177
FOXC1	Foxc1
CCDC68	Ccdc68
MEOX2	Meox2
TRDV2	Trdv4
EGR1	Egr1
HS3ST5	Hs3st5
CSF2RA	Csf2ra
PRSS23	Prss23
TAF5	Taf5
UNC5D	Unc5d
VSX2	Vsx2
JCHAIN	Jchain
CALML4	Calml4
TBC1D15	Tbc1d15
RNA5SP410	n-R5s76
FABP5	Fabp5
TTI1	Tti1
RNU6-1330P	Gm23244
CD74	Cd74
TRPM6	Trpm6
	Gm27972
SAPCD1	Sapcd1
XPOT	Xpot
OR5C1	Olfr368
LRRC72	Lrrc72
RYR2	Ryr2
CCDC141	Ccdc141
LMAN2	Lman2
RN7SL674P	Gm26461
FADS6	Fads6
RASA4	Rasa4
ABCF3	Abcf3
ACTN1	Actn1
	Gm22571
SNORA43	Gm23377
SNORA43	Snora43
RNU6-936P	Gm25334
CSNK1G2	Csnk1g2
CDC73	Cdc73
SUN5	Sun5
MICALL1	Micall1
PEX11B	Pex11b
TRIM36	Trim36
EIF2B3	Eif2b3
RN7SL125P	Gm22567
CHDH	Chdh
SNX32	Snx32
GCNT4	Gcnt4
PPP1R11	Ppp1r11
ADAM8	Adam8
TNPO2	Tnpo2
ZBTB38	Zbtb38
RAPGEF5	Rapgef5
GCLC	Gclc
HMGN2	Gm10282
HMGN2	Gm16494
HMGN2	Gm6594
ABCE1	Abce1
TPST2	Tpst2
ZBTB4	Zbtb4
LRIG3	Lrig3
PITRM1	Pitrm1
DEFB116	Defb29
SVOPL	Svopl
C16orf86	4933405L10Rik
CSRP2	Csrp2
GOLM1	Golm1
TRIM15	Trim15
PARP8	Parp8
RNA5SP471	Gm23536
MPST	Mpst
BCL11B	Bcl11b
BPI	Bpi
SMARCA2	Smarca2
MRPL24	Mrpl24
LTA4H	Lta4h
HIST1H2BL	Hist1h2bj
RBPMS	Rbpms
LIMS1	Lims1
OR8G1	Olfr937
CCER1	Ccer1
DOCK6	Dock6
RNU6-199P	Gm26066
PRKACA	Prkaca
TMPRSS13	Tmprss13
TLR3	Tlr3
EEF1A1	Eef1a1
OR52B4	Olfr547
HIC2	Hic2
PRAMEF10	Gm13128
PRAMEF10	Gm13125
PRAMEF10	Pramef12
PRAMEF10	Pramel7
PRAMEF10	Gm7942
CCDC146	Ccdc146
CLPS	Clps
SPRY1	Spry1
RNU6-1027P	Gm23002
	Gm27457
IL6	Il6
TAS2R38	Tas2r138
MED10	Med10
KRTCAP3	Krtcap3
PEX12	Pex12
SMC1B	Smc1b
GBP7	Gbp7
GBP7	Gbp3
DDX6	Ddx6
ARHGAP22	Arhgap22
PICALM	Picalm
HECW1	Hecw1
NUP98	Nup98
PHACTR4	Phactr4
IQGAP3	Iqgap3
ERAP1	Erap1
SQLE	Sqle
AFMID	Afmid
	Gm24252
VCP	Vcp
OR5B21	Olfr1444
PCGF6	Pcgf6
OR51H1	Olfr555
PFKM	Pfkm
HIF1A	Hif1a
GPR137C	Gpr137c
DKKL1	Dkkl1
RNU6-373P	Gm25781
TLCD1	Tlcd1
	Eif2s3x
ZMAT3	Zmat3
NOL8	Nol8
CLEC4M	Cd209e
CLEC4M	Cd209b
FIP1L1	Fip1l1
CCDC124	Ccdc124
RBX1	Rbx1
RNVU1-18	Gm25682
JARID2	Jarid2
KCNT2	Kcnt2
TBK1	Tbk1
NDUFA4L2	Ndufa4l2
FTCD	Ftcd
DTX2	Dtx2
PTTG2	Pttg1
SNORA62	Snora62
KRTAP10-6	Gm3250
KRTAP10-6	Gm19402
SPATS2	Spats2
UHRF1BP1L	Uhrf1bp1l
ZBTB8B	Zbtb8b
GAS2L3	Gas2l3
UCHL3	Uchl4
CPT1C	Cpt1c
PDE2A	Pde2a
NETO2	Neto2
CAMKMT	Camkmt
TROAP	Troap
MKL2	Mkl2
CCBE1	Ccbe1
CXorf36	4930578C19Rik
CDC23	Cdc23
SYTL5	Sytl5
EXOC6	Exoc6
TEX35	Tex35
RNU4-34P	Gm22098
RNVU1-15	Gm23510
ANTXR2	Antxr2
CCRN4L	Ccrn4l
	Zfp41
SNORA20	Snora20
FAM107A	Fam107a
TMEM56-RWDD3	Tmem56
PLD4	Pld4
RNA5SP440	n-R5s204
RNU6-1179P	Gm24521
MADCAM1	Madcam1
MAT2A	Mat2a
UBQLN3	Ubqln3
ATP5O	Atp5o
PRAMEF26	Gm13128
PRAMEF26	Gm13125
PRAMEF26	Pramef12
PRAMEF26	Pramel7
PRAMEF26	Gm7942
FAM47C	Fam47c
ALDH3A1	Aldh3a1
C1orf53	2310009B15Rik
ANKRD9	Ankrd9
ATG16L1	Atg16l1
CEP83	Cep83
MED25	Med25
FAAP24	C230052I12Rik
HACD3	Hacd3
BAAT	Baat
RPP14	Rpp14
ZNF451	Zfp451
UPRT	Uprt
OR10A4	Olfr17
XKR9	Xkr9
	Serpina3c
	Serpina3f
	Serpina3i
	Serpina3j
	Serpina3k
	Serpina3m
	Serpina3n
TCEAL3	Tceal5
HNRNPU	Hnrnpu
HNRNPU	Gm28062
DUS1L	Dus1l
ATP6V1F	Atp6v1f
TCHH	Tchh
OR2D3	Olfr716
FAM170A	Fam170a
FOXO6	Foxo6
SHC1	Shc1
TRGC2	Tcrg-C1
TRGC2	Tcrg-C3
TRGC2	Tcrg-C2
TRGC2	Tcrg-C4
SERPINA2	Serpina1c
SERPINA2	Serpina1e
FOXD1	Foxd1
FAM193B	Fam193b
USP17L12	Usp17le
USP17L12	Usp17lb
SLC12A2	Slc12a2
PMEL	Pmel
GLIS2	Glis2
RNU4-39P	Gm22098
NEUROG2	Neurog2
RNU6-511P	Gm22502
RNU6-788P	Gm25886
	Tmed6
KCNIP3	Kcnip3
EEA1	Eea1
ASIC3	Asic3
SUPT20H	Supt20
POTED	Gm21119
POTED	Poteg
POTED	4931423N10Rik
OR6C3	Olfr788
PPAP2A	Ppap2a
DNAJC25-GNG10	Gm20503
PM20D2	Pm20d2
HNRNPDL	Hnrnpdl
AADACL3	Aadacl3
FAM90A1	C86695
LYST	Lyst
CNIH1	Cnih1
ZNF428	Zfp428
NPC2	Npc2
MCC	Mcc
FZD9	Fzd9
GHR	Ghr
	Defb43
RNA5SP369	n-R5s165
RNU6-17P	Gm22264
MAP4K2	Map4k2
CDC34	Cdc34-ps
ARL14EPL	Arl14epl
RNF13	Rnf13
HESX1	Hesx1
TESPA1	Tespa1
RNU1-87P	Gm25260
RNU1-87P	Gm25012
VGLL2	Vgll2
FAM83F	Fam83f
FBLN1	Fbln1
SNORD69	Snord69
LIX1L	Lix1l
TRBV29-1	Trbv30
HSF1	Hsf1
KSR1	Ksr1
CHI3L1	Chil1
ANKRD20A2	Gm21119
ANKRD20A2	Poteg
ANKRD20A2	4931423N10Rik
FKBP5	Fkbp5
	Gm27866
IQCJ	Iqcj
MTERF2	Mterf2
MID1IP1	Mid1ip1
TRAV8-3	Trav9d-2
TRAV8-3	Trav9-2
TRAV8-3	Trav9-4
HPX	Hpx
LRRC25	Lrrc25
CCDC60	Ccdc60
ZNF773	Zfp954
HIPK3	Hipk3
RNU6-428P	Gm22654
	Gm25800
RNU6-1148P	Gm25654
SHF	Shf
KIF13A	Kif13a
LST1	Lst1
ANKRD36C	Gm21119
ANKRD36C	Poteg
ANKRD36C	4931423N10Rik
RNU6-789P	Gm27449
CDRT1	Fbxw10
DCAF13	Dcaf13
MAGEB16	Mageb16
MRPL18	Mrpl18
TPTE	Tpte
	Gm23758
NT5C	Nt5c
FITM2	Fitm2
N4BP1	N4bp1
RNU6-250P	Gm23170
NR2C2AP	Nr2c2ap
ZNF277	Zfp277
CCDC43	Ccdc43
PDZD4	Pdzd4
ZNF135	Zfp873
C5orf24	B230219D22Rik
LIN52	Lin52
TMED8	Tmed8
EID1	Eid1
NPEPL1	Npepl1
DCTN4	Dctn4
CCDC112	Ccdc112
FANCI	Fanci
RNU6-1314P	Gm24461
BEX1	Bex1
RNU6-1224P	Gm22079
PTGDR	Ptgdr
GSPT2	Gspt2
RNU6-1252P	Gm27995
P2RY2	P2ry2
PMAIP1	Pmaip1
OTOP2	Otop2
VPS39	Vps39
TSPAN17	Tspan17
ZP2	Zp2
NUP107	Nup107
KIAA1033	A230046K03Rik
SLC9C1	Slc9c1
SPATA4	Spata4
MAST1	Mast1
SMPD1	Smpd1
FAHD2B	Fahd2a
ADAD2	Adad2
RNVU1-14	Gm23510
SEC14L4	Sec14l4
ELOVL2	Elovl2
PRLHR	Prlhr
NCBP1	Ncbp1
SUMO2	Sumo2
APOE	Apoe
PCCB	Pccb
MOS	Mos
NOP16	Nop16
HSD17B6	Hsd17b6
SKOR2	Skor2
RN7SKP15	Gm23973
SYT7	Syt7
CCDC61	Ccdc61
LARP4	Larp4
CPSF3L	Cpsf3l
TMOD1	Tmod1
ODF1	Odf1
DLG5	Dlg5
AP3D1	Ap3d1
PNRC1	Pnrc1
ZDHHC9	Zdhhc9
TCEAL8	Tceal8
LMF2	Lmf2
TSKU	Tsku
MZT2A	Mzt2
ZNF558	Zfp558
ASS1	Gm5424
ASS1	Ass1
RNA5SP55	Gm25555
PTPN2	Ptpn2
PLXNA3	Plxna3
GAL3ST2	Gal3st2
GAL3ST2	Gm9994
AMER1	Amer1
BTK	Btk
SLC35G1	Slc35g1
HCN3	Hcn3
DBT	Dbt
CABP1	Cabp1
SYNGR2	Syngr2
IRAK1BP1	Irak1bp1
THSD1	Thsd1
PLD1	Pld1
CYLD	Cyld
RNA5SP33	Gm25368
MAP3K7	Map3k7
GSKIP	Gskip
HSDL1	Hsdl1
UGT2B28	Ugt2b34
UGT2B28	Ugt2b1
UGT2B28	Ugt2b35
UGT2B28	Ugt2b36
UGT2B28	Ugt2b5
UGT2B28	Ugt2b37
UGT2B28	Ugt2b38
EHD3	Ehd3
RNA5SP180	Gm24664
FOXI3	Foxi3
INHBE	Inhbe
RNU6-942P	Gm25147
BLOC1S5	Bloc1s5
FAM50B	Fam50b
APOO	Apoo-ps
CILP	Cilp
RPS6KL1	Rps6kl1
RNU6-266P	Gm24921
C17orf99	6030468B19Rik
COX17	Gm21987
COX17	Cox17
MROH6	Mroh6
VTCN1	Vtcn1
DEFB125	Defb26
RNU6-844P	Gm22542
RNASE2	Ear14
RNASE2	Ear10
RNASE2	Ear2
TOP2B	Top2b
PNMA1	Pnma1
ZSWIM6	Zswim6
SP4	Sp4
RNU6-1097P	Gm25141
DUSP28	Dusp28
TSPYL4	Tspyl4
SSX7	Ssxb2
SSX7	Gm14459
SSX7	Ssxb6
CCDC65	Ccdc65
	Gm22508
DYM	Dym
PGR	Pgr
THBS1	Thbs1
NOX3	Nox3
RPL3L	Rpl3l
RNA5SP221	Gm24690
FAM114A2	Fam114a2
RNU6-160P	Gm25328
SPRED2	Spred2
GPC5	Gpc5
LGALS3	Lgals3
SNORD117	Gm25128
FXYD4	Fxyd4
RNU6-630P	Gm22259
TSHB	Tshb
