Domain,assoc_id,PLOTS,In Figure 4D,FEATURE,Drug id,Drug name,Drug Target,N_FEATURE_pos,N_FEATURE_neg,log max.Conc.tested,log max.Conc.tested2,FEATUREpos_logIC50_MEAN,FEATUREneg_logIC50_MEAN,FEATURE_deltaMEAN_IC50,FEATUREpos_IC50_sd,FEATUREneg_IC50_sd,FEATURE_IC50_effect_size,FEATUREpos_Glass_delta,FEATUREneg_Glass_delta,FEATURE_ANOVA_pval,Tissue_ANOVA_pval,MEDIA_ANOVA_pval,MSI_ANOVA_pval,FEATURE_FDR
PANCAN,a346,WebPage,NO,"gain:cnaPANCAN301 (CDK12,ERBB2,MED24)",1046,681640,"WEE1, CHEK1",41,716,0.6931,NA,2.7825,2.0745,0.7080,1.0006,1.0930,0.6506,0.71,0.65,3.4114E-04,1.8194E-08,2.8392E-01,4.0881E-04,16.2789
PANCAN,a380,WebPage,NO,gain:cnaPANCAN364 (STK4),257,NPK76-II-72-1,PLK3,70,849,2.3263,NA,3.8781,2.7741,1.1040,1.2938,1.7270,0.6501,0.85,0.64,3.9517E-04,3.1028E-75,5.3204E-06,3.8129E-02,17.1699
PANCAN,a524,WebPage,NO,loss:cnaPANCAN359 (CUL3),309,Y-39983,ROCK,18,901,2.9957,NA,5.1742,4.2900,0.8842,0.9453,1.3793,0.6442,0.94,0.64,7.8644E-04,2.6204E-53,5.4086E-09,4.1532E-02,24.7799
PANCAN,a150,WebPage,NO,gain:cnaPANCAN364 (STK4),208,SB-715992,KIF11,71,851,-2.0557,NA,-0.7264,-1.8585,1.1321,1.4685,1.7791,0.6442,0.77,0.64,3.8328E-05,1.3854E-33,4.7542E-02,1.8827E-02,4.2188
PANCAN,a312,WebPage,NO,loss:cnaPANCAN234 (),255,CP724714,ERBB2,44,877,2.3263,NA,4.8251,4.2259,0.5992,0.7511,0.9416,0.6419,0.80,0.64,2.7206E-04,2.4400E-11,1.5890E-01,3.5118E-01,14.3599
PANCAN,a376,WebPage,NO,gain:cnaPANCAN366 (),257,NPK76-II-72-1,PLK3,81,838,2.3263,NA,3.8450,2.7628,1.0822,1.3473,1.7254,0.6382,0.80,0.63,3.8424E-04,3.0732E-75,5.3161E-06,3.8123E-02,16.8632
PANCAN,a257,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1050,ZM-447439,AURKB,47,749,1.3863,0.6931,2.9727,2.1767,0.7959,1.4721,1.2354,0.6366,0.54,0.64,1.6054E-04,2.8576E-12,5.2731E-01,2.7449E-02,10.3135
PANCAN,a483,WebPage,NO,loss:cnaPANCAN234 (),1375,Temozolomide,DNA akylating agent,47,860,3.4012,NA,6.0263,5.5194,0.5070,0.6650,0.8032,0.6363,0.76,0.63,6.7042E-04,3.6003E-40,8.3237E-01,5.7756E-01,22.8452
PANCAN,a158,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",52,796,2.3026,NA,1.6896,0.9517,0.7379,1.4785,1.1401,0.6343,0.50,0.65,4.9121E-05,3.0228E-46,7.6550E-01,3.9480E-01,5.1235
PANCAN,a420,WebPage,NO,"gain:cnaPANCAN84 (FGFR1,WHSC1L1)",178,BAY 61-3606,SYK,65,804,2.0794,NA,3.0547,2.1104,0.9443,1.4805,1.4898,0.6341,0.64,0.63,5.1463E-04,1.4581E-16,3.3334E-02,3.6214E-03,20.1262
PANCAN,a294,WebPage,NO,loss:cnaPANCAN232 (),201,Epothilone B,Microtubules,42,830,-3.4420,NA,-3.7887,-4.9638,1.1751,1.9010,1.8534,0.6332,0.62,0.63,2.2300E-04,2.7612E-07,2.0265E-01,1.2435E-01,12.5231
PANCAN,a273,WebPage,NO,gain:cnaPANCAN344 (MYCN),1498,AZD6244,"MAP2K1 (MEK1), MAP2K2 (MEK2)",40,878,1.3863,NA,2.6942,1.5990,1.0952,1.1020,1.7540,0.6326,0.99,0.62,1.8743E-04,4.7632E-54,2.7579E-01,6.2565E-02,11.3353
PANCAN,a144,WebPage,NO,EWSR1-FLI1_fusion,258,STF-62247,stimulates autophagy,17,900,2.3263,NA,3.7525,4.3714,-0.6189,0.7650,0.9868,0.6294,0.81,0.63,3.5243E-05,9.7061E-57,6.6792E-01,1.8201E-01,4.0409
PANCAN,a367,WebPage,NO,loss:cnaPANCAN233 (),330,XMD13-2,RIPK,47,873,2.3263,NA,4.1509,3.3196,0.8313,1.1960,1.3285,0.6288,0.70,0.63,3.7251E-04,5.8790E-57,3.7500E-04,7.4795E-01,16.7585
PANCAN,a173,WebPage,NO,loss:cnaPANCAN389 (RB1),1054,PD-0332991,"CDK4, CDK6",94,729,1.3863,0.6931,2.6509,1.6581,0.9928,1.4168,1.6015,0.6277,0.70,0.62,5.8687E-05,2.4045E-27,9.5541E-01,1.8709E-02,5.6009
PANCAN,a214,WebPage,NO,gain:cnaPANCAN18 (),229,LY317615,PRKCB (PKCbeta),52,869,2.9957,2.3263,4.2177,3.1744,1.0433,1.5418,1.6735,0.6261,0.68,0.62,1.0147E-04,1.3394E-25,1.7528E-13,9.6440E-01,7.8287
PANCAN,a339,WebPage,NO,EWSR1-FLI1_fusion,268,YM155,BIRC5 (Survivin),17,871,1.6332,NA,-5.1567,-3.6651,-1.4916,0.7520,2.4053,0.6252,1.98,0.62,3.1556E-04,2.0705E-09,2.1132E-01,3.9595E-01,15.3692
PANCAN,a348,WebPage,NO,loss:cnaPANCAN131 (),282,EKB-569,EGFR,18,902,0.9163,2.9957,2.5614,1.4938,1.0676,1.2977,1.7182,0.6238,0.82,0.62,3.4540E-04,6.4052E-29,4.3384E-05,8.9776E-01,16.3873
PANCAN,a99,WebPage,NO,gain:cnaPANCAN364 (STK4),192,LFM-A13,BTK,68,803,2.7726,NA,5.0358,4.5843,0.4514,0.6693,0.7291,0.6230,0.67,0.62,1.1773E-05,5.2450E-12,9.5416E-01,1.9778E-01,1.9634
PANCAN,a157,WebPage,NO,loss:cnaPANCAN168 (),1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",22,826,2.3026,NA,1.7055,0.9781,0.7274,1.9028,1.1463,0.6212,0.38,0.63,4.5909E-05,2.9700E-46,7.6544E-01,3.9477E-01,4.8280
PANCAN,a261,WebPage,NO,gain:cnaPANCAN18 (),152,CP466722,ATM,53,870,2.7726,NA,3.4063,2.5658,0.8405,1.2678,1.3611,0.6198,0.66,0.62,1.7327E-04,5.3144E-45,1.2198E-02,3.2947E-01,10.9006
PANCAN,a322,WebPage,NO,"gain:cnaPANCAN84 (FGFR1,WHSC1L1)",266,"Zibotentan, ZD4054",Endothelin A Receptor,68,851,2.9957,NA,5.8047,5.4570,0.3477,0.4786,0.5673,0.6194,0.73,0.61,2.8875E-04,1.4678E-49,4.0691E-01,1.8645E-01,14.8059
PANCAN,a190,WebPage,NO,MLL2_mut,257,NPK76-II-72-1,PLK3,96,823,2.3263,NA,1.9198,2.9676,-1.0478,1.7370,1.6881,0.6188,0.60,0.62,7.2515E-05,1.7303E-75,5.0630E-06,3.7784E-02,6.3014
PANCAN,a498,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1020,Lenalidomide,TNFA,52,796,1.6094,NA,4.3215,3.8327,0.4887,0.6874,0.7966,0.6183,0.71,0.61,7.0687E-04,7.9647E-35,1.9085E-01,1.4274E-01,23.4192
PANCAN,a32,WebPage,NO,PTEN_mut,326,GSK690693,AKT,89,830,2.3263,NA,2.5859,3.6637,-1.0777,2.0368,1.7091,0.6183,0.53,0.63,1.3738E-08,7.6265E-51,1.6357E-08,7.8070E-02,0.0071
PANCAN,a340,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",1378,Bleomycin (50 uM),DNA damage,27,905,3.9120,NA,3.5612,2.2880,1.2732,2.0592,2.0686,0.6156,0.62,0.62,3.1713E-04,6.6765E-31,4.3257E-01,3.3645E-04,15.3696
PANCAN,a416,WebPage,NO,loss:cnaPANCAN360 (),179,5-Fluorouracil,DNA antimetabolite,26,887,3.4657,NA,4.6214,3.5300,1.0913,1.4155,1.7837,0.6150,0.77,0.61,5.0766E-04,2.5213E-45,6.5816E-08,2.3222E-01,20.1262
PANCAN,a383,WebPage,NO,loss:cnaPANCAN234 (),1033,Vismodegib,SMO,42,805,2.3026,NA,4.8919,4.3596,0.5323,0.8642,0.8658,0.6148,0.62,0.61,4.0521E-04,2.0119E-25,5.5295E-01,4.4453E-01,17.4682
PANCAN,a520,WebPage,NO,ARID2_mut,166,FTI-277,Farnesyl transferase (FNTA),20,861,0.0237,NA,1.5741,2.0502,-0.4760,1.1068,0.7680,0.6128,0.43,0.62,7.7635E-04,2.1804E-07,2.5351E-01,3.5521E-01,24.6489
PANCAN,a170,WebPage,NO,ANK3_mut,1047,Nutlin-3a,MDM2,20,826,2.0794,1.3863,4.3349,3.5067,0.8282,0.9277,1.3603,0.6125,0.89,0.61,5.5084E-05,6.9515E-32,7.9616E-01,6.3322E-02,5.3498
PANCAN,a156,WebPage,NO,loss:cnaPANCAN286 (),1011,ABT-263,"BCL2, BCL2L1, BCL2L2",34,812,0.6931,NA,0.1251,1.2824,-1.1573,2.0964,1.8867,0.6106,0.55,0.61,4.5543E-05,6.9853E-56,1.0654E-01,8.3792E-03,4.8202
PANCAN,a243,WebPage,NO,loss:cnaPANCAN360 (),310,YM201636,FYV1,25,894,1.6332,NA,3.0279,2.2565,0.7714,0.9760,1.2714,0.6100,0.79,0.61,1.4491E-04,1.7802E-36,2.3527E-09,1.6516E-02,9.8462
PANCAN,a120,WebPage,NO,EWSR1-FLI1_fusion,272,AR-42,HDAC,17,893,1.6332,NA,-1.2964,-0.2510,-1.0455,1.0498,1.7289,0.6081,1.00,0.60,2.0305E-05,1.9923E-33,5.2025E-01,6.3359E-01,2.7938
PANCAN,a161,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1017,Olaparib,"PARP1, PARP2",85,762,1.6094,NA,4.0880,3.4735,0.6145,0.7863,1.0339,0.6072,0.78,0.59,5.0534E-05,8.1437E-21,6.5997E-01,2.2311E-01,5.1823
PANCAN,a421,WebPage,NO,gain:cnaPANCAN213 (MCM3),1003,Camptothecin,TOP1,47,799,-2.3026,NA,-3.0313,-4.1030,1.0716,2.3305,1.7367,0.6040,0.46,0.62,5.1479E-04,3.3492E-23,1.9021E-04,1.0579E-01,20.1262
PANCAN,a391,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1054,PD-0332991,"CDK4, CDK6",50,773,1.3863,0.6931,2.6764,1.7129,0.9635,1.7884,1.5834,0.6035,0.54,0.61,4.3423E-04,3.4359E-27,9.5579E-01,1.8992E-02,18.3362
PANCAN,a373,WebPage,NO,loss:cnaPANCAN360 (),287,KIN001-244,PDPK1 (PDK1),25,893,2.9957,NA,4.0180,3.2576,0.7604,1.2197,1.2616,0.6033,0.62,0.60,3.8323E-04,3.1475E-42,2.7121E-02,6.1357E-01,16.8632
PANCAN,a466,WebPage,NO,loss:cnaPANCAN233 (),333,T0901317,LXR,47,867,2.3263,NA,4.9240,4.2885,0.6355,0.8129,1.0715,0.5995,0.78,0.59,6.0803E-04,1.9065E-68,4.8017E-02,1.5484E-01,21.5148
PANCAN,a486,WebPage,NO,loss:cnaPANCAN234 (),200,LAQ824,HDAC,41,832,0.0237,NA,-2.0822,-2.8091,0.7269,1.6330,1.1886,0.5994,0.45,0.61,6.8151E-04,7.3452E-14,3.0486E-02,8.7251E-01,23.1526
PANCAN,a191,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1009,ATRA,Retinoic acid and retinoid X receptor agonist,51,786,2.3026,NA,4.6298,3.8538,0.7760,0.8415,1.3227,0.5974,0.92,0.59,7.3115E-05,4.1211E-31,7.0006E-02,2.0978E-01,6.3203
PANCAN,a459,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1494,SN-38,TOP1,55,872,-2.9957,NA,-3.2895,-4.2829,0.9934,1.9050,1.6471,0.5973,0.52,0.60,5.9717E-04,2.8641E-20,1.0123E-03,4.7164E-03,21.4319
PANCAN,a219,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1018,ABT-888,"PARP1, PARP2",84,763,1.6094,NA,4.2927,3.8688,0.4239,0.6424,0.7186,0.5957,0.66,0.59,1.0561E-04,8.5698E-19,4.4727E-01,2.3547E-01,7.9417
PANCAN,a463,WebPage,NO,loss:cnaPANCAN234 (),330,XMD13-2,RIPK,44,876,2.3263,NA,4.1131,3.3243,0.7888,1.2141,1.3293,0.5957,0.65,0.59,6.0221E-04,6.7209E-57,3.7854E-04,7.4808E-01,21.4319
PANCAN,a259,WebPage,NO,MLL2_mut,333,T0901317,LXR,96,818,2.3263,NA,3.7633,4.3867,-0.6233,1.5547,0.9769,0.5925,0.40,0.64,1.6567E-04,1.2547E-68,4.7495E-02,1.5427E-01,10.5611
PANCAN,a381,WebPage,NO,gain:cnaPANCAN1 (CCNE1),1016,Temsirolimus,MTOR,37,798,-1.6094,NA,-1.1280,-2.0850,0.9570,1.2830,1.6357,0.5900,0.75,0.59,3.9690E-04,1.3881E-21,3.7471E-01,1.5328E-01,17.1996
PANCAN,a484,WebPage,NO,loss:cnaPANCAN45 (),1149,TW 37,"BCL2, BCL2L1",37,880,1.6094,NA,0.1315,-0.5636,0.6951,1.2940,1.1743,0.5894,0.54,0.59,6.7046E-04,8.1494E-16,9.3845E-02,5.8951E-05,22.8452
PANCAN,a166,WebPage,NO,MLL2_mut,330,XMD13-2,RIPK,97,823,2.3263,NA,2.6697,3.4437,-0.7739,1.3296,1.3115,0.5893,0.58,0.59,5.2843E-05,3.3907E-57,3.6079E-04,7.4745E-01,5.2281
PANCAN,a75,WebPage,NO,gain:cnaPANCAN364 (STK4),1239,YK 4-279,RNA helicase A,58,734,2.3026,NA,2.2411,1.4965,0.7446,1.4603,1.2475,0.5891,0.51,0.60,3.2001E-06,9.6285E-09,5.5692E-01,4.3373E-02,0.7045
PANCAN,a425,WebPage,NO,ANK3_mut,1149,TW 37,"BCL2, BCL2L1",23,894,1.6094,NA,0.1402,-0.5530,0.6932,1.2520,1.1804,0.5863,0.55,0.59,5.1807E-04,7.9327E-16,9.3685E-02,5.8681E-05,20.1262
PANCAN,a461,WebPage,NO,loss:cnaPANCAN99 (SOX17),292,Masitinib,KIT,48,872,2.9957,NA,4.3170,3.5583,0.7586,1.2454,1.3010,0.5844,0.61,0.58,6.0092E-04,6.7277E-50,7.3075E-09,2.2859E-01,21.4319
PANCAN,a242,WebPage,NO,loss:cnaPANCAN233 (),157,JNK-9L,JNK,45,836,1.6332,NA,0.3098,-0.3045,0.6143,1.3326,1.0343,0.5843,0.46,0.59,1.4088E-04,2.0960E-06,4.8375E-03,1.5865E-02,9.6120
PANCAN,a437,WebPage,NO,STAG2_mut,281,CH5424802,ALK,21,897,1.6332,NA,3.0074,3.6603,-0.6530,1.9490,1.0918,0.5843,0.34,0.60,5.3764E-04,3.1246E-29,2.4049E-01,8.4132E-01,20.3131
PANCAN,a411,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",1242,(5Z)-7-Oxozeaenol,MAP3K7 (TAK1),25,888,2.3026,NA,1.6377,0.8074,0.8303,1.8222,1.4125,0.5828,0.46,0.59,4.9329E-04,3.6461E-45,8.3980E-04,6.1181E-01,19.8164
PANCAN,a379,WebPage,NO,loss:cnaPANCAN68 (),1378,Bleomycin (50 uM),DNA damage,29,903,3.9120,NA,3.4872,2.2875,1.1996,1.7520,2.0779,0.5798,0.68,0.58,3.9407E-04,6.9335E-31,4.3282E-01,3.3749E-04,17.1670
PANCAN,a388,WebPage,NO,loss:cnaPANCAN360 (),345,KIN001-270,CDK9,25,894,2.9957,NA,5.3926,4.8624,0.5302,0.8224,0.9175,0.5794,0.64,0.58,4.2467E-04,5.8773E-57,9.3445E-02,5.3813E-02,18.0289
PANCAN,a447,WebPage,NO,loss:cnaPANCAN231 (),208,SB-715992,KIF11,49,873,-2.0557,NA,-0.8108,-1.8252,1.0144,1.7742,1.7683,0.5736,0.57,0.57,5.7160E-04,2.3026E-33,4.8627E-02,1.9168E-02,21.1129
PANCAN,a366,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1011,ABT-263,"BCL2, BCL2L1, BCL2L2",51,795,0.6931,NA,2.2492,1.1709,1.0783,1.6120,1.9078,0.5701,0.67,0.57,3.7106E-04,1.3040E-55,1.0811E-01,8.5380E-03,16.7387
PANCAN,a292,WebPage,NO,gain:cnaPANCAN273 (),1001,AICAR,AAPK1 (AMPK) agonist,33,804,7.6009,NA,8.5169,7.7737,0.7432,1.5121,1.2954,0.5698,0.49,0.57,2.1787E-04,4.4737E-40,1.2803E-01,4.6130E-01,12.3188
PANCAN,a515,WebPage,NO,loss:cnaPANCAN233 (),204,Tipifarnib,Farnesyl-transferase (FNTA),45,825,2.7726,NA,2.5229,1.5859,0.9370,1.5618,1.6617,0.5656,0.60,0.56,7.6450E-04,4.9483E-06,3.6072E-01,5.1999E-02,24.5096
PANCAN,a370,WebPage,NO,loss:cnaPANCAN15 (),203,BMS-345541,IKBKB,22,901,2.7726,NA,2.4200,3.0806,-0.6606,0.9444,1.1793,0.5625,0.70,0.56,3.7976E-04,1.9008E-50,7.6304E-14,1.8208E-01,16.8632
PANCAN,a286,WebPage,NO,loss:cnaPANCAN314 (),1047,Nutlin-3a,MDM2,28,818,2.0794,1.3863,4.2606,3.5012,0.7594,1.0019,1.3611,0.5621,0.76,0.56,2.1165E-04,9.0523E-32,7.9711E-01,6.3735E-02,12.2081
PANCAN,a231,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1004,Vinblastine,Microtubules,52,795,-2.3026,NA,-3.2595,-4.0965,0.8370,1.7252,1.4736,0.5618,0.49,0.57,1.2346E-04,7.0551E-17,2.9883E-01,2.7945E-02,8.8187
PANCAN,a451,WebPage,NO,loss:cnaPANCAN24 (),59,WZ-1-84,BMX,35,365,2.3263,NA,3.2638,3.8368,-0.5730,1.1080,1.0147,0.5601,0.52,0.56,5.7815E-04,3.6795E-07,8.4775E-01,4.4467E-01,21.1653
PANCAN,a50,WebPage,NO,TP53_mut,1242,(5Z)-7-Oxozeaenol,MAP3K7 (TAK1),602,311,2.3026,NA,1.0937,0.3198,0.7740,1.3146,1.5078,0.5595,0.59,0.51,4.1941E-07,6.5692E-46,7.3733E-04,6.0908E-01,0.1385
PANCAN,a81,WebPage,NO,SMARCA4_mut,1378,Bleomycin (50 uM),DNA damage,50,882,3.9120,NA,1.2330,2.3868,-1.1538,2.0099,2.0659,0.5593,0.57,0.56,4.4504E-06,3.1353E-31,4.2772E-01,3.1632E-04,0.9071
PANCAN,a64,WebPage,NO,MLL2_mut,295,NVP-BHG712,EPHB4,96,823,2.3263,NA,2.1729,3.0872,-0.9143,1.7604,1.6254,0.5575,0.52,0.56,2.3910E-06,5.2454E-66,6.0751E-04,4.7520E-01,0.6032
PANCAN,a522,WebPage,NO,"gain:cnaPANCAN301 (CDK12,ERBB2,MED24)",1049,PD-173074,"FGFR1, FGFR3",47,799,0.6931,NA,3.1591,2.5486,0.6104,0.7374,1.1197,0.5538,0.83,0.55,7.8000E-04,2.4470E-20,3.6128E-04,1.9267E-01,24.6712
PANCAN,a180,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1057,NVP-BEZ235,PI3K (Class 1) and MTORC1/2,50,789,-1.3863,0.6931,-1.8198,-2.4868,0.6670,1.4763,1.1882,0.5527,0.45,0.56,6.3251E-05,8.1767E-14,5.5925E-01,2.7805E-02,5.7881
PANCAN,a511,WebPage,NO,"gain:cnaPANCAN84 (FGFR1,WHSC1L1)",194,AUY922,HSP90,65,798,-1.3626,NA,-2.1015,-2.9683,0.8668,1.9805,1.5339,0.5516,0.44,0.57,7.5568E-04,5.6768E-10,3.9225E-03,4.7770E-02,24.4163
PANCAN,a185,WebPage,NO,MLL2_mut,310,YM201636,FYV1,96,823,1.6332,NA,1.6629,2.3492,-0.6863,1.2001,1.2593,0.5476,0.57,0.54,6.5333E-05,1.5154E-36,2.2681E-09,1.6425E-02,5.8308
PANCAN,a403,WebPage,NO,"gain:cnaPANCAN367 (ARFGAP1,GNAS)",257,NPK76-II-72-1,PLK3,116,803,2.3263,NA,3.6629,2.7419,0.9210,1.3892,1.7355,0.5431,0.66,0.53,4.7754E-04,3.3100E-75,5.3496E-06,3.8167E-02,19.5270
PANCAN,a427,WebPage,NO,"gain:cnaPANCAN84 (FGFR1,WHSC1L1)",207,AS601245,JNK ,64,805,2.0794,NA,2.8032,2.1802,0.6230,1.3341,1.1322,0.5427,0.47,0.55,5.2315E-04,4.1874E-06,2.0464E-02,2.0244E-02,20.1299
PANCAN,a276,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1003,Camptothecin,TOP1,85,761,-2.3026,NA,-3.1811,-4.1397,0.9586,1.7748,1.7670,0.5423,0.54,0.54,1.9331E-04,2.8832E-23,1.8596E-04,1.0540E-01,11.5400
PANCAN,a159,WebPage,NO,gain:cnaPANCAN364 (STK4),1529,MLN4924,NEDD8-activating enzyme,53,649,0.0000,NA,0.9635,0.1519,0.8116,1.5493,1.4973,0.5406,0.52,0.54,4.9467E-05,1.0007E-07,6.2216E-01,4.7892E-02,5.1235
PANCAN,a365,WebPage,NO,gain:cnaPANCAN363 (ASXL1),300,CX-5461,RNA Pol I,99,818,2.3263,NA,3.9511,2.8780,1.0731,1.6166,2.0280,0.5398,0.66,0.53,3.6868E-04,8.8224E-45,5.9475E-02,2.2423E-01,16.6769
PANCAN,a193,WebPage,NO,loss:cnaPANCAN369 (),1242,(5Z)-7-Oxozeaenol,MAP3K7 (TAK1),115,798,2.3026,NA,1.4943,0.7344,0.7599,1.4532,1.4024,0.5394,0.52,0.54,7.5321E-05,2.3306E-45,8.1178E-04,6.1110E-01,6.4187
PANCAN,a279,WebPage,NO,loss:cnaPANCAN162 (),1149,TW 37,"BCL2, BCL2L1",23,894,1.6094,NA,0.0822,-0.5515,0.6337,1.5505,1.1725,0.5356,0.41,0.54,2.0066E-04,7.1793E-16,9.3091E-02,5.7693E-05,11.8325
PANCAN,a65,WebPage,NO,KRAS_mut,1015,CI-1040,"MAP2K1 (MEK1), MAP2K2 (MEK2)",109,727,2.3026,NA,1.5625,2.3452,-0.7827,1.2805,1.4871,0.5354,0.61,0.53,2.4026E-06,1.2920E-38,1.2675E-02,2.5908E-02,0.6032
PANCAN,a212,WebPage,NO,MLL2_mut,305,TPCA-1,IKK,96,823,2.9957,NA,2.2093,3.0880,-0.8786,1.6020,1.6576,0.5319,0.55,0.53,9.4526E-05,3.5972E-62,1.0490E-03,7.8322E-01,7.3617
PANCAN,a324,WebPage,NO,loss:cnaPANCAN304 (),1378,Bleomycin (50 uM),DNA damage,76,856,3.9120,NA,3.3296,2.2357,1.0940,1.7375,2.0834,0.5317,0.63,0.53,2.9434E-04,6.5903E-31,4.3249E-01,3.3610E-04,14.9287
PANCAN,a266,WebPage,NO,gain:cnaPANCAN124 (EGFR),1032,Afatinib,"ERBB2, EGFR",87,759,-0.6931,NA,0.1308,0.9129,-0.7821,2.2616,1.3541,0.5312,0.35,0.58,1.7768E-04,1.6251E-32,5.5802E-01,1.8582E-01,11.0270
PANCAN,a272a,WebPage,NO,loss:cnaPANCAN251 (),1170,CCT018159,HSP90,69,825,2.3026,NA,3.6126,3.0443,0.5683,1.0681,1.0702,0.5311,0.53,0.53,1.8492E-04,1.9998E-17,6.8701E-01,1.4272E-03,11.2250
PANCAN,a272b,WebPage,NO,loss:cnaPANCAN252 (),1170,CCT018159,HSP90,69,825,2.3026,NA,3.6126,3.0443,0.5683,1.0681,1.0702,0.5311,0.53,0.53,1.8492E-04,1.9998E-17,6.8701E-01,1.4272E-03,11.2250
PANCAN,a468,WebPage,NO,loss:cnaPANCAN98 (),1049,PD-173074,"FGFR1, FGFR3",79,767,0.6931,NA,3.1110,2.5281,0.5829,0.8360,1.1213,0.5308,0.70,0.52,6.1138E-04,2.3667E-20,3.5941E-04,1.9254E-01,21.5689
PANCAN,a462,WebPage,NO,loss:cnaPANCAN386 (),157,JNK-9L,JNK,56,825,1.6332,NA,0.2465,-0.3084,0.5549,1.3599,1.0274,0.5278,0.41,0.54,6.0120E-04,2.2640E-06,4.9397E-03,1.6033E-02,21.4319
PANCAN,a318,WebPage,NO,"gain:cnaPANCAN367 (ARFGAP1,GNAS)",226,GSK1070916,AURKB,114,780,0.9400,2.3263,2.5989,1.4868,1.1121,1.3056,2.2031,0.5269,0.85,0.50,2.8253E-04,9.9285E-60,1.1122E-05,3.5873E-01,14.6493
PANCAN,a387,WebPage,NO,loss:cnaPANCAN215 (),1236,UNC0638,"G9a(EHMT2), GLP(EHMT1)",45,883,2.9957,NA,3.9052,3.1788,0.7264,1.4107,1.3845,0.5242,0.51,0.52,4.2436E-04,2.3584E-41,2.5803E-57,4.2671E-01,18.0289
PANCAN,a446,WebPage,NO,"gain:cnaPANCAN84 (FGFR1,WHSC1L1)",133,Doxorubicin,DNA intercalating,65,807,0.0237,NA,-0.9613,-1.8211,0.8598,1.7352,1.6408,0.5218,0.50,0.52,5.7149E-04,5.2777E-05,5.3768E-01,5.8884E-02,21.1129
PANCAN,a209,WebPage,NO,MLL2_mut,300,CX-5461,RNA Pol I,96,821,2.3263,NA,2.0666,3.1023,-1.0357,2.0152,1.9877,0.5203,0.51,0.52,9.3358E-05,6.3825E-45,5.8835E-02,2.2355E-01,7.3617
PANCAN,a247,WebPage,NO,loss:cnaPANCAN232 (),1378,Bleomycin (50 uM),DNA damage,46,886,3.9120,NA,3.3461,2.2719,1.0742,1.6311,2.0860,0.5199,0.66,0.51,1.5172E-04,5.8694E-31,4.3174E-01,3.3293E-04,10.1416
PANCAN,a359,WebPage,NO,"gain:cnaPANCAN367 (ARFGAP1,GNAS)",294,MPS-1-IN-1,MPS1,115,802,2.9957,NA,4.3852,3.6793,0.7059,1.3177,1.3684,0.5182,0.54,0.52,3.6424E-04,2.9120E-42,6.6871E-07,7.0765E-01,16.6287
PANCAN,a139,WebPage,NO,MLL2_mut,275,I-BET-762,"BRD2, BRD3, BRD4",96,821,2.9957,NA,2.8699,3.7519,-0.8821,1.8698,1.6946,0.5147,0.47,0.52,3.2521E-05,2.3797E-89,1.7213E-04,7.6465E-01,3.8611
PANCAN,a441,WebPage,NO,gain:cnaPANCAN363 (ASXL1),266,"Zibotentan, ZD4054",Endothelin A Receptor,101,818,2.9957,NA,5.7396,5.4510,0.2885,0.4734,0.5713,0.5139,0.61,0.51,5.5651E-04,1.7315E-49,4.0766E-01,1.8675E-01,20.8352
PANCAN,a195,WebPage,NO,gain:cnaPANCAN363 (ASXL1),1529,MLN4924,NEDD8-activating enzyme,76,626,0.0000,NA,0.8959,0.1303,0.7655,1.5856,1.4868,0.5111,0.48,0.51,7.8173E-05,1.0373E-07,6.2276E-01,4.8036E-02,6.6189
PANCAN,a469,WebPage,NO,MLL2_mut,328,SNX-2112,HSP90,95,816,0.9400,NA,-1.5600,-0.4608,-1.0992,1.9535,2.1722,0.5111,0.56,0.51,6.1311E-04,5.6639E-43,2.0676E-05,1.7567E-01,21.5840
PANCAN,a315,WebPage,NO,loss:cnaPANCAN305 (),1378,Bleomycin (50 uM),DNA damage,76,856,3.9120,NA,3.2906,2.2391,1.0515,1.7330,2.0855,0.5106,0.61,0.50,2.7977E-04,6.5322E-31,4.3243E-01,3.3585E-04,14.6493
