human	mouse
E9PMK1	Q9D5K4
E9PMK2	P29352
E9PMK4	A0A087WPA0
E9PMK6	O35409
E9PMK8	Q9R1R2
E9PMK9	Q3UHC2
E9PML0	Q64462
E9PML1	Q569Z6
E9PML3	E9QP54
E9PML4	P97297
E9PML5	Q8K3J1
E9PML7	Q91YP3
E9PML8	O70274
E9PMM1	D3Z420
E9PMM2	A2AWT5
E9PMM3	Q91XC9
E9PMM4	G5E8F4
E9PMM7	Q505N6
E9PMM8	A2A8W8
E9PMM9	D3Z536
E9PMM9	J3QMG5
E9PMM9	P25444
E9PMN0	Q91VI7
E9PMN1	Q69ZS7
E9PMN3	O35711
E9PMN5	Q8BU25
E9PMN7	A0A0R4J0P7
E9PMN8	Q2TVW7
E9PMN8	Q99N08
E9PMN8	Q99N09
E9PMP0	Q3TIR3
E9PMP1	Q924W7
E9PMP2	G5E884
E9PMP3	A2AII2
E9PMP4	Q7M6Y5
E9PMP7	E9PYF4
E9PMP8	G5E8T2
E9PMQ0	A0A087WPA7
E9PMQ3	Q9DB43
E9PMQ6	P38532
E9PMQ7	Q8C3X2
E9PMQ8	Q9Z0X1
E9PMQ9	Q9DBU0
E9PMR1	Q91V37
E9PMR3	Q8VC51
E9PMR4	O35566
E9PMR5	P04370
E9PMR6	F8VQN6
E9PMR7	P32958
E9PMR8	Q9DB07
E9PMR9	Q99K28
E9PMS0	O35954
E9PMS1	Q8K330
E9PMS2	A2AFS3
E9PMS3	Q91XC9
E9PMS4	Q8R1F6
E9PMS5	B2RTJ2
E9PMS6	E9PYF4
E9PMS7	G5E8T2
E9PMS9	Q642K5
E9PMT0	P29352
E9PMT2	E9PYF4
E9PMT5	P04235
E9PMT6	Q3U3V8
E9PMT7	A0A0G2LB91
E9PMT9	Q58FA4
E9PMU0	Q8K224
E9PMU2	A0A182DWE7
E9PMU3	Q921E6
E9PMU5	Q6P1J0
E9PMU7	Q3UEB3
E9PMU9	Q99K28
E9PMV1	Q9QXS1
E9PMV2	P14434
E9PMV4	P35822
E9PMV5	B1ARD6
E9PMV5	B1ARD8
E9PMV6	Q80YD6
E9PMV7	Q99JX7
E9PMV8	O70318
E9PMV9	Q9D478
E9PMW0	O88685
E9PMW2	D3YY09
E9PMW3	Q8C569
E9PMW4	Q4QQM4
E9PMW5	Q9R1R2
E9PMW6	Q91WE1
E9PMW7	A0A0R4J1E2
E9PMW8	Q9R1A8
E9PMW9	Q9JIF0
E9PMX0	B1ASB6
E9PMX1	Q80U78
E9PMX2	Q9D6X6
E9PMX3	Q91YT0
E9PMX4	Q9DCK3
E9PMX5	L7N1X4
E9PMX5	Q6P5C7
E9PMX5	Q7M6X3
E9PMX5	Q8BIN6
E9PMX5	Q91W94
E9PMX6	Q5BKQ4
E9PMX7	Q8BN58
E9PMY0	Q4QQM4
E9PMY2	A0PJK7
E9PMY3	O70274
E9PMY4	P19182
E9PMY8	O70230
E9PMZ0	A0A087WPA7
E9PMZ2	Q9JIF0
E9PMZ3	Q9JMH7
E9PMZ6	O35954
E9PMZ7	Q924H7
E9PMZ8	Q6ZPF3
E9PN02	P40645
E9PN03	Q9WTW2
E9PN04	D3Z5N6
E9PN07	P26043
E9PN09	A0A0R4J0Q3
E9PN10	Q9D0V7
E9PN11	Q62159
E9PN12	Q8CBR6
E9PN13	Q9CPW5
E9PN14	P16092
E9PN15	Q8CGF6
E9PN16	Q99PR8
E9PN17	J3QNM7
E9PN17	Q9CPQ8
E9PN18	Q3UEB3
E9PN19	A8DIL0
E9PN20	L7N1X4
E9PN20	Q6P5C7
E9PN20	Q7M6X3
E9PN20	Q8BIN6
E9PN20	Q91W94
E9PN21	Q80X66
E9PN22	Q9Z0L2
E9PN23	Q69ZS7
E9PN25	P63017
E9PN27	P70302
E9PN30	Q9BCZ4
E9PN31	Q8BHS8
E9PN32	Q9CQ90
E9PN33	Q64704
E9PN34	A2A8W8
E9PN35	Q8K1E6
E9PN35	S4R1M6
E9PN38	Q9JJR5
E9PN39	Q8VED8
E9PN40	E9Q9V5
E9PN41	Q9DCK3
E9PN42	E9QAX2
E9PN43	A0A087WPA7
E9PN44	Q8BSH2
E9PN45	Q3UIL6
E9PN46	Q3U132
E9PN48	Q99K28
E9PN50	O88685
E9PN51	Q8K3J1
E9PN52	Q7TNU7
E9PN54	O70318
E9PN56	A0A0R4J1E2
E9PN57	P56873
E9PN58	Q8R104
E9PN59	A0A0G2LB91
E9PN60	P49935
E9PN62	Q6PGC9
E9PN63	Q3UZW7
E9PN64	Q91Y74
E9PN66	Q4QQM4
E9PN67	E9Q4S3
E9PN68	Q99K30
E9PN69	Q04207
E9PN70	Q9ES56
E9PN71	A0A0R4J1E2
E9PN73	P46978
E9PN74	Q80Y73
E9PN75	O70273
E9PN76	Q8BFU3
E9PN77	H3BIV6
E9PN78	Q32MD9
E9PN79	E9PVB5
E9PN80	Q8R1Z9
E9PN81	Q9CQ18
E9PN83	Q91XM9
E9PN84	P49935
E9PN85	Q61239
E9PN86	Q99JX4
E9PN87	Q3V1K7
E9PN88	A0A0R4J1R1
E9PN89	P63017
E9PN91	A0A0R4J1E2
E9PN92	A0A087WPA7
E9PN93	Q924W7
E9PN94	E9QLR9
E9PN95	Q06318
E9PN99	Q4PZA2
E9PNA0	Q8R104
E9PNA1	P58158
E9PNA6	Q9JHF5
E9PNA7	A0A0A0MQF2
E9PNA8	Q5RKS2
E9PNA9	Q80Y55
E9PNB0	Q8VBU5
E9PNB1	Q3UMZ3
E9PNB3	Q4QQM4
E9PNB5	B1AU75
E9PNB6	Q64701
E9PNB8	G5E8D6
E9PNB9	Q923S9
E9PNC0	Q8BH76
E9PNC2	A8DIL0
E9PNC3	Q8BML1
E9PNC4	P17427
E9PNC7	D3YY09
E9PNC8	A0A0R4J1E2
E9PND0	Q711T7
E9PND1	Q8CGM1
E9PND2	P97315
E9PND3	Q9D0V7
E9PND5	Q60972
E9PND6	Q8BVI5
E9PND8	Q80VY2
E9PND9	Q8BMF3
E9PNE0	G3X9L9
E9PNE1	P49443
E9PNE2	Q6P8H8
E9PNE3	Q8C0D7
E9PNE4	Q8BZ64
E9PNE5	E9PYK0
E9PNE6	P63017
E9PNE7	Q8BZH0
E9PNF0	Q8VBW8
E9PNF1	Q9CQ40
E9PNF2	Q32MD9
E9PNF3	Q9CQF6
E9PNF5	Q711T7
E9PNF6	Q8CGF6
E9PNF7	Q7TMR0
E9PNF8	Q99MB7
E9PNG1	Q3TWI9
E9PNG2	Q8CCG1
E9PNG3	Q91W50
E9PNG6	Q2TVW7
E9PNG6	Q99N08
E9PNG6	Q99N09
E9PNG7	Q8K212
E9PNG8	D3Z0A0
E9PNG8	Q8CBG9
E9PNG9	A0A182DWE7
E9PNH0	G5E833
E9PNH1	Q8BHN3
E9PNH2	Q8K0X8
E9PNH4	Q3UZW7
E9PNH5	Q3THJ3
E9PNH6	A0A087WPA7
E9PNH7	P23927
E9PNH9	Q9CWS4
E9PNI0	Q8BPM6
E9PNI1	Q9JJR5
E9PNI3	A0A087WSB9
E9PNI4	Q9WTL8
E9PNI5	Q91WE1
E9PNI7	Q8CIE4
E9PNI8	Q8C3X2
E9PNJ0	Q9CWE0
E9PNJ1	Q7TMR0
E9PNJ2	P53798
E9PNJ4	P70302
E9PNJ5	Q8VI56
E9PNJ6	Q9JJL9
E9PNJ7	Q78ZA7
E9PNJ9	Q91Y74
E9PNK1	Q9JMH7
E9PNK2	Q99LI7
E9PNK5	Q04207
E9PNK6	O54818
E9PNK7	G5E8V5
E9PNK8	Q30D77
E9PNK9	Q3TQB2
E9PNL0	Q8VC16
E9PNL1	Q8BU33
E9PNL2	F8WI30
E9PNL3	Q91V37
E9PNL5	P10605
E9PNL8	A2AHK0
E9PNL9	P70428
E9PNM0	L7N1X4
E9PNM0	Q6P5C7
E9PNM0	Q7M6X3
E9PNM0	Q8BIN6
E9PNM0	Q91W94
E9PNM1	P53798
E9PNM2	Q6H1V1
E9PNM3	P16092
E9PNM5	Q920N7
E9PNM6	Q62210
E9PNM7	G3UWS4
E9PNM8	Q924W7
E9PNM9	Q99JB8
E9PNN0	A0A140T8J8
E9PNN2	Q8BMF3
E9PNN3	Q9R1Z7
E9PNN4	A2AHG2
E9PNN5	P97325
E9PNN6	P47739
E9PNN7	Q8BZH0
E9PNN8	G5E8R4
E9PNN9	Q8BHS8
E9PNP0	Q9D478
E9PNP2	Q9CPW5
E9PNP3	D3YZD8
E9PNP4	P26043
E9PNP5	Q65Z93
E9PNP6	Q8BKX6
E9PNP9	Q924X7
E9PNQ0	Q9D2L9
E9PNQ4	A2CG24
E9PNQ5	Q61102
E9PNQ7	Q0VBL6
E9PNQ8	P01831
E9PNQ9	O54818
E9PNR0	Q67FY2
E9PNR1	E9PXZ2
E9PNR2	Q921Q7
E9PNR6	A2AH25
E9PNR7	Q9CQU8
E9PNR8	Q8BLR9
E9PNR9	Q9JIF0
E9PNS0	Q8C5W3
E9PNS2	Q60972
E9PNS3	Q9QZ06
E9PNS4	Q9CWS4
E9PNS6	Q60972
E9PNS8	Q80UL9
E9PNT0	Q99K30
E9PNT2	A2AB59
E9PNT4	G3X9T1
E9PNT4	P10077
E9PNT4	Q5PPQ4
E9PNT4	Q80V81
E9PNT4	Q8BIV1
E9PNT5	Q08297
E9PNT7	B2RX82
E9PNU0	Q91V37
E9PNU1	Q3UMG6
E9PNU3	B5TVM2
E9PNU4	Q8K1E0
E9PNU5	Q8R1E7
E9PNU6	O35954
E9PNU7	Q8BFQ3
E9PNV2	A6H6A9
E9PNV3	P26043
E9PNV4	Q04207
E9PNV5	V9GX91
E9PNV6	Q9D8G5
E9PNV7	Q8R0U9
E9PNV9	Q99MQ5
E9PNW0	Q78ZA7
E9PNW1	E9QMN1
E9PNW2	Q9DBU0
E9PNW4	O55186
E9PNW4	P58019
E9PNW5	A0A140LJC2
E9PNW6	A0A0R4J1E2
E9PNW8	Q922J9
E9PNW9	A2AHG2
E9PNX0	Q91ZT5
E9PNX1	P19324
E9PNX2	B2RX82
E9PNX5	Q99KK7
E9PNX6	A2AB59
E9PNX7	Q924W7
E9PNX8	A9Z1V5
E9PNX9	Q99N69
E9PNY0	Q99P21
E9PNY1	Q9DB43
E9PNY3	Q6PD28
E9PNY4	Q99K30
E9PNY5	A0A0B4J1G0
E9PNY6	Q9JI38
E9PNY7	G3X9Z4
E9PNY8	Q99K28
E9PNY9	Q9JJR6
E9PNZ0	Q9D8T2
E9PNZ1	P04370
E9PNZ3	A2AHK0
E9PNZ4	E9PVY8
E9PNZ9	Q8K212
E9PP00	E9Q1I3
E9PP02	Q91XB7
E9PP04	Q6P8H8
E9PP05	Q8BGY3
E9PP06	Q8BW49
E9PP07	A9Z1V5
E9PP09	Q91YS4
E9PP11	Q11011
E9PP13	Q6P6I6
E9PP14	P23591
E9PP15	B1AXJ3
E9PP16	O35711
E9PP18	Q8K1E0
E9PP19	G3X914
E9PP20	A2AJK6
E9PP21	P97315
E9PP22	Q78ZA7
E9PP23	P24638
E9PP24	Q9DBU0
E9PP25	A2AVJ5
E9PP27	Q05186
E9PP28	O88531
E9PP30	Q99P21
E9PP32	Q99P69
E9PP33	Q9WVC6
E9PP34	Q99P21
E9PP36	P62918
E9PP40	Q8VC16
E9PP43	O88307
E9PP44	P49443
E9PP45	Q80Y98
E9PP47	Q8R5K2
E9PP49	P25318
E9PP50	F8WGL3
E9PP51	P97872
E9PP52	Q8BTG3
E9PP54	Q8C5W3
E9PP55	D3Z0A0
E9PP55	Q8CBG9
E9PP57	E9PVR2
E9PP60	P23591
E9PP61	P40237
E9PP62	A2AVJ5
E9PP63	Q9JIF7
E9PP66	Q8R0U9
E9PP67	Q9QZ06
E9PP68	A0A0A0MQF2
E9PP69	Q3U3V8
E9PP71	E9QPR7
E9PP73	Q9JIF7
E9PP74	Q8R0J8
E9PP76	Q9WU84
E9PP77	P07742
E9PP78	Q3TQB2
E9PP79	Q71KT5
E9PP80	Q6P8H8
E9PP81	E9QL22
E9PP83	G3X9I6
E9PP85	Q8CJ19
E9PP87	A0A087WPA7
E9PP88	Q8R0J8
E9PP89	Q9D180
E9PP91	A0A0R4J1P5
E9PP93	O35566
E9PP94	H3BK01
E9PP96	Q6P8H8
E9PP97	Q9R0W9
E9PP98	Q91XC9
E9PPA0	A0A0R4J242
E9PPA1	Q9Z0Y9
E9PPA2	A0A087WSD2
E9PPA4	O89023
E9PPA5	O35280
E9PPA8	H3BIV6
E9PPB0	O70230
E9PPB1	Q3V3F6
E9PPB2	Q7M6Y5
E9PPB3	O88307
E9PPB4	Q8VCI5
E9PPB5	Q91V76
E9PPB6	O89016
E9PPB7	Q80WR1
E9PPB8	Q922J9
E9PPC1	Q505N6
E9PPC2	Q8BHS8
E9PPC3	Q9CQH7
E9PPC5	Q6PGA0
E9PPC6	B2RVZ0
E9PPC7	Q5SYL1
E9PPC8	P63328
E9PPC9	O70318
E9PPD0	Q60709
E9PPD1	Q99N20
E9PPD2	Q9WVJ2
E9PPD4	Q11011
E9PPD6	Q91YT0
E9PPD8	Q80X66
E9PPE0	Q91YT0
E9PPE2	Q6NZR2
E9PPE6	Q8BMB0
E9PPE7	Q8CIE4
E9PPE9	Q91X45
E9PPF0	E9QL22
E9PPF1	Q61743
E9PPF2	E9QJS1
E9PPF3	Q80ZJ8
E9PPF5	P35762
E9PPF6	B2RXQ2
E9PPF8	L7N1X4
E9PPF8	Q6P5C7
E9PPF8	Q7M6X3
E9PPF8	Q8BIN6
E9PPF8	Q91W94
E9PPF9	Q9CWE0
E9PPG1	Q5FWC3
E9PPG2	O08739
E9PPG3	Q9ESF4
E9PPG4	Q3UHK6
E9PPG5	Q7TNU6
E9PPG7	Q9D9V3
E9PPG8	D3YU13
E9PPG8	Q9DD02
E9PPG9	Q8C570
E9PPH0	A0A0R4J242
E9PPH3	E9Q4S7
E9PPH4	Q9CQI4
E9PPH5	P97822
E9PPH6	Q0VAV2
E9PPH7	Q3V2A7
E9PPH8	Q80Y98
E9PPH9	E9PUQ3
E9PPI0	E9PVD9
E9PPI2	Q69Z98
E9PPI4	Q8BLX4
E9PPI5	G3UWS4
E9PPI7	Q3UCQ1
E9PPI9	Q921I9
E9PPJ0	Q3UJB0
E9PPJ1	A3KGI3
E9PPJ3	Q99LM3
E9PPJ5	P12025
E9PPJ6	Q91Y74
E9PPJ7	Q8C3X2
E9PPJ8	Q8VBV9
E9PPJ9	Q9ER73
E9PPK0	Q3TFZ4
E9PPK2	Q8K212
E9PPK3	Q91YP3
E9PPK6	Q04519
E9PPK9	Q99KK7
E9PPL0	B5TVM2
E9PPL1	A8DIL0
E9PPL2	Q924W7
E9PPL3	Q99N50
E9PPL4	Q6R2P8
E9PPL6	P19437
E9PPL7	P56481
E9PPL8	A0A087WPA7
E9PPM1	Q4QQM4
E9PPM3	G3UYQ4
E9PPM4	A8DIL0
E9PPM7	B1ASB6
E9PPM8	Q91YP3
E9PPM9	Q61239
E9PPN0	E9Q3G4
E9PPN1	G3X8S8
E9PPN2	Q80Y98
E9PPN3	Q9EQC5
E9PPN5	A0A0R4J225
E9PPN6	Q505N6
E9PPN7	Q9JJR5
E9PPN9	Q8CIF6
E9PPP2	Q9JHI8
E9PPP3	F8VPL2
E9PPP4	Q8BGC3
E9PPP6	E9PVA2
E9PPP7	V9GX81
E9PPP8	Q9Z2C4
E9PPP9	Q99NF1
E9PPQ0	Q9CWE0
E9PPQ1	O54818
E9PPQ2	G5E833
E9PPQ3	Q8K007
E9PPQ4	P09528
E9PPQ5	Q9D1P4
E9PPQ7	Q32MD9
E9PPQ8	B1AU75
E9PPQ9	Q8R1T4
E9PPR0	Q91YT0
E9PPR1	A0A0R4J1E2
E9PPR2	Q91YI1
E9PPR3	Q3V3N7
E9PPR4	A0A087WPA7
E9PPR5	B1AU75
E9PPR7	Q6PCP5
E9PPR9	Q59IW6
E9PPS0	Q9D8F3
E9PPS4	Q8BHS8
E9PPS5	Q91YT0
E9PPS6	Q924W7
E9PPS7	Q8R0U9
E9PPS9	O70273
E9PPT0	D3Z536
E9PPT0	J3QMG5
E9PPT0	P25444
E9PPT6	Q9ERV7
E9PPT7	F8VQ06
E9PPT8	Q4VA36
E9PPT9	Q3UZW7
E9PPU1	P62908
E9PPU2	Q8CIE4
E9PPU3	Q9CR25
E9PPU4	Q61727
E9PPU5	P21784
E9PPU6	Q9QZ08
E9PPU7	G3UYQ4
E9PPV1	A0A0G2LB91
E9PPV2	Q3UZ01
E9PPV4	Q9WTL8
E9PPV6	P19324
E9PPV7	Q91XM9
E9PPV8	Q8CIE4
E9PPV9	P57791
E9PPW0	Q04891
E9PPW2	A0PJK7
E9PPW3	F6Y2T6
E9PPW5	O88822
E9PPW6	Q6PCP5
E9PPW7	Q8K3J1
E9PPW8	Q3U132
E9PPW9	Q923S9
E9PPX0	D3YV92
E9PPX1	Q8R2Q0
E9PPX2	P48755
E9PPX5	Q9D8L0
E9PPX6	H3BLL2
E9PPX7	Q8BXL9
E9PPX8	Q9DCK3
E9PPY0	Q8CCN1
E9PPY1	A0A0R4J1E2
E9PPY3	E9PVA2
E9PPY4	Q3TFK5
E9PPY5	A0A0R4J1Z0
E9PPY5	A0A140T8U8
E9PPY5	E9QNZ7
E9PPY5	G3UW97
E9PPY5	H3BKL3
E9PPY5	Q91WW2
E9PPY5	Q91ZC6
E9PPY6	P63017
E9PPY7	Q8K221
E9PPY8	P17427
E9PPZ0	P97414
E9PPZ1	A0A0R4J0D4
E9PPZ2	Q11011
E9PPZ3	P17427
E9PPZ4	Q9JJE7
E9PPZ5	Q8R066
E9PPZ7	Q08943
E9PPZ9	Q9WTK3
E9PQ00	P10077
E9PQ01	G3X9Z4
E9PQ02	Q91YS4
E9PQ03	Q80ZX2
E9PQ05	Q9CPW5
E9PQ06	Q9D665
E9PQ07	Q923S9
E9PQ08	P07141
E9PQ10	E9Q696
E9PQ11	P70434
E9PQ12	Q99JB8
E9PQ14	Q99KK7
E9PQ15	Q9QY23
E9PQ16	Q78IQ7
E9PQ18	E9PVR2
E9PQ19	Q3TQR0
E9PQ20	Q8R0U9
E9PQ22	Q9D4W2
E9PQ23	A2A8W8
E9PQ25	Q9QZ06
E9PQ26	A2A8W8
E9PQ28	Q9QXS1
E9PQ29	A0A087WPA0
E9PQ31	Q9WTK3
E9PQ33	A2ACP1
E9PQ34	P19324
E9PQ35	P80318
E9PQ36	Q9D6M3
E9PQ37	P11862
E9PQ38	Q8R179
E9PQ40	P16092
E9PQ42	H3BIV6
E9PQ44	Q9D8Z1
E9PQ46	Q4QQM4
E9PQ47	Q9DB43
E9PQ48	Q9D8T2
E9PQ49	A0A0R4J1E2
E9PQ50	Q71KT5
E9PQ51	P47810
E9PQ52	O55222
E9PQ53	Q9CQ54
E9PQ55	Q8R411
E9PQ56	Q3UEB3
E9PQ57	Q8C570
E9PQ58	Q9JKL5
E9PQ59	Q6PIJ4
E9PQ60	P58158
E9PQ61	Q6NZF1
E9PQ62	A9Z1V5
E9PQ63	A0A1B0GRG8
E9PQ63	P48758
E9PQ64	Q60819
E9PQ67	P40645
E9PQ68	F6Z9R1
E9PQ68	Q9D6J5
E9PQ69	Q8BHN3
E9PQ70	Q8BU25
E9PQ71	O88455
E9PQ73	E9QK16
E9PQ74	P11862
E9PQ76	Q9JIS3
E9PQ78	P40645
E9PQ79	A2AHL1
E9PQ82	P26043
E9PQ83	Q923F1
E9PQ84	P97872
E9PQ85	A2CG24
E9PQ87	P62071
E9PQ90	P53798
E9PQ91	O88822
E9PQ92	Q3US17
E9PQ95	D3Z357
E9PQ96	P62908
E9PQ98	Q9JIF0
E9PQ99	P33611
E9PQA0	Q8BHR8
E9PQA1	Q9R0P4
E9PQA2	Q61069
E9PQA3	K4DI67
E9PQA4	Q99JX7
E9PQA5	Q9DB43
E9PQA6	Q78HU3
E9PQA7	Q80Y55
E9PQA8	P45952
E9PQA9	Q924W7
E9PQB0	Q6PIJ4
E9PQB3	O35350
E9PQB4	G5E833
E9PQB5	Q7TMR0
E9PQB6	Q9CQF0
E9PQB7	F8WGL3
E9PQB8	Q9QY66
E9PQB9	P21784
E9PQC2	Q9JJE7
E9PQC4	Q99P69
E9PQC5	P62071
E9PQC6	Q3ZN08
E9PQC7	Q7TPN3
E9PQC8	B5TVM2
E9PQC9	A0A0R4J1E2
E9PQD0	Q3THJ3
E9PQD2	O70318
E9PQD3	A2BIE1
E9PQD5	Q3UVL4
E9PQD7	D3Z536
E9PQD7	J3QMG5
E9PQD7	P25444
E9PQD8	Q8BFQ8
E9PQD9	Q3V3N7
E9PQE1	Q99N10
E9PQE2	Q8BHS8
E9PQE3	E9Q616
E9PQE5	Q6PGA0
E9PQE6	P97297
E9PQE7	P04370
E9PQE8	Q9ES56
E9PQE9	E9QJS1
E9PQF0	Q9CWS4
E9PQF2	Q99KK7
E9PQF3	Q9CSU0
E9PQF6	Q9Z1M4
E9PQF7	Q9JJH7
E9PQF8	Q9ESF4
E9PQF9	G3X9Z4
E9PQG0	Q3UFB7
E9PQG1	A0A0G2LB91
E9PQG2	Q8BHS8
E9PQG3	Q9WVJ2
E9PQG4	G3X9L9
E9PQG5	B1AU75
E9PQH2	P45448
E9PQH3	P10077
E9PQH4	A0A182DWE6
E9PQH5	K3W4R5
E9PQH6	Q62159
E9PQH7	B1ASB6
E9PQI1	Q8BR93
E9PQI2	Q3TFZ4
E9PQI3	Q9JMH6
E9PQI4	Q9CPW5
E9PQI8	Q9Z315
E9PQJ2	P09055
E9PQJ3	Q9CPY4
E9PQJ6	A0A1B0GT05
E9PQJ6	O35153
E9PQJ7	Q9CPW5
E9PQJ8	Q64704
E9PQJ9	Q9D3H0
E9PQK1	Q6DID7
E9PQK2	Q3V3N7
E9PQK3	P62852
E9PQK4	P28659
E9PQK5	P62071
E9PQK6	O35841
E9PQK7	P63017
E9PQK8	Q9Z103
E9PQL0	Q9CYV5
E9PQL1	Q922G2
E9PQL2	E9QJS1
E9PQL4	P40645
E9PQL5	E9PUQ3
E9PQL8	Q99N50
E9PQM1	P10605
E9PQM3	A2AHG2
E9PQM5	Q924W7
E9PQM6	Q9CQ44
E9PQM8	D3YYC3
E9PQN0	O70318
E9PQN2	Q8K019
E9PQN3	Q7TMR0
E9PQN4	Q64735
E9PQN5	Q6PD28
E9PQN6	Q3UVL4
E9PQN7	A0A0R4J250
E9PQP0	Q8R5K2
E9PQP1	Q91YT0
E9PQP3	Q99K28
E9PQP4	P17427
E9PQP6	Q61239
E9PQP7	G5E8R4
E9PQP8	E9QL22
E9PQP9	E9QLR9
E9PQQ0	Q6PGC9
E9PQQ1	P47806
E9PQQ2	A0A087WPA7
E9PQQ4	P63017
E9PQQ5	A0A0R4J0H5
E9PQQ6	Q8CIE4
E9PQQ7	Q810Z1
E9PQQ8	Q920P5
E9PQR0	F8VQ06
E9PQR1	Q8VC30
E9PQR2	P70353
E9PQR3	P09528
E9PQR4	P50586
E9PQR6	O70273
E9PQR8	A0A0R4J1E2
E9PQR9	Q9D8T2
E9PQS0	D3Z623
E9PQS1	Q91V76
E9PQS2	Q8BHR8
E9PQS3	Q60709
E9PQS4	Q8BG99
E9PQS5	P10166
E9PQS6	Q04207
E9PQS7	B2RX14
E9PQS8	Q8BHK2
E9PQT1	Q91ZT5
E9PQT2	P97297
E9PQT3	Q04519
E9PQT4	Q9QXW9
E9PQT5	E9PYY5
E9PQT6	P48755
E9PQT7	Q9QZU9
E9PQT8	Q9Z1B8
E9PQT9	Q91XM9
E9PQU0	A2AE42
E9PQU5	B2RY56
E9PQU6	Q924W7
E9PQU7	Q8C351
E9PQU9	Q9D0I4
E9PQV2	Q99MB7
E9PQV4	P35762
E9PQV5	Q80VN0
E9PQV6	Q8VCX5
E9PQV7	Q3UZW7
E9PQV9	Q9CXV9
E9PQW0	Q91XC9
E9PQW2	Q3KNK3
E9PQW4	Q63844
E9PQW5	G5E884
E9PQW6	A2BH40
E9PQW7	O35280
E9PQW8	Q9CZJ0
E9PQW9	P24638
E9PQX0	O70273
E9PQX1	D3Z338
E9PQX2	P62908
E9PQX3	A2ACP1
E9PQX4	Q80VL1
E9PQX5	Q7TNU6
E9PQX6	A0A0R4J057
E9PQX8	Q6PCP5
E9PQX9	D3YY09
E9PQY0	Q3ZN08
E9PQY1	G5E863
E9PQY2	Q3UWL8
E9PQY3	P24638
E9PQY4	D3YZV2
E9PQY7	Q9DBU0
E9PQY8	Q8C351
E9PQY9	Q80Y98
E9PQZ0	A0A0R4J242
E9PQZ1	A0A0R4J1E2
E9PQZ2	Q91Y74
E9PQZ4	Q6J756
E9PQZ5	Q9Z1B8
E9PQZ6	Q9D8Z1
E9PQZ7	Q71KT5
E9PQZ9	Q62210
E9PR00	P10605
E9PR02	A2AHG2
E9PR03	P70434
E9PR05	P55200
E9PR06	Q9DB07
E9PR07	P70302
E9PR08	Q9D099
E9PR09	P70302
E9PR10	A0A0R4J1P5
E9PR11	A0A0R4J002
E9PR12	Q9JJR8
E9PR13	G5E863
E9PR16	Q9Z0W3
E9PR17	O55186
E9PR17	P58019
E9PR18	Q9D2L9
E9PR20	Q5BKQ4
E9PR22	B2RVZ0
E9PR23	B5TVM2
E9PR24	Q99KU1
E9PR25	Q9JMH7
E9PR26	Q80UL9
E9PR28	E9Q3G4
E9PR29	G3X9I6
E9PR30	Q642K5
E9PR32	Q5D078
E9PR34	Q8VBU5
E9PR36	Q3SXF8
E9PR37	Q00196
E9PR38	Q80U78
E9PR40	Q9D8Z1
E9PR42	Q7TMR0
E9PR43	Q9JHI8
E9PR44	P23927
E9PR45	E9Q3G4
E9PR46	Q9QY15
E9PR47	D3YZD8
E9PR48	Q8R104
E9PR49	P17532
E9PR50	Q80YD6
E9PR53	Q80VY2
E9PR54	P10605
E9PR55	Q3V3N7
E9PR58	Q6P8H8
E9PR59	Q8CDK2
E9PR62	P17427
E9PR63	Q6PGA0
E9PR67	Q9Z2D0
E9PR69	Q8BZ64
E9PR70	P19324
E9PR71	Q8K245
E9PR72	K4DI67
E9PR73	D3YVU3
E9PR75	F8VQ06
E9PR76	Q9D0U6
E9PR78	A0A0R4J225
E9PR79	E9QPR6
E9PR81	Q91WE1
E9PR82	Q91VI7
E9PR84	F8VQ06
E9PR85	A0A0R4J057
E9PR86	A2AR95
E9PR87	G3X8X3
E9PR89	Q9WVC6
E9PR90	Q8C351
E9PR91	Q9D5N9
E9PR92	Q9D7A8
E9PR93	E9PYK0
E9PR95	Q91V76
E9PR96	Q8CGF6
E9PR99	Q9CQU8
E9PRA0	E9QPR6
E9PRA1	E9QL22
E9PRA3	Q3UFK8
E9PRA4	B5TVM2
E9PRA5	Q9WV27
E9PRA6	A0A087WSD2
E9PRA7	Q91XE4
E9PRA8	P23927
E9PRA9	G5E833
E9PRB0	A0A0R4J0D4
E9PRB1	Q9WTL8
E9PRB3	Q8R2M2
E9PRB4	Q922H1
E9PRB5	Q59IW6
E9PRB6	Q8BG99
E9PRB7	Q80WB5
E9PRB9	Q9CYN2
E9PRC2	Q8C3X2
E9PRC3	Q9D8F3
E9PRC4	Q65Z93
E9PRC5	Q8BGI5
E9PRC7	Q7M758
E9PRC8	P80318
E9PRD0	Q8K1E6
E9PRD0	S4R1M6
E9PRD1	A2A259
E9PRD2	Q9CQ40
E9PRD4	P58137
E9PRD6	Q80TI0
E9PRD7	P04187
E9PRD7	P08882
E9PRD7	P08883
E9PRD7	P08884
E9PRD7	P11033
E9PRD7	P13366
E9PRD7	Q920S1
E9PRD8	Q32MD9
E9PRE0	Q8BML1
E9PRE2	P30999
E9PRE3	E9PYF4
E9PRE4	P70302
E9PRE5	Q80ZJ8
E9PRE7	E9QPD7
E9PRE9	Q8BFU3
E9PRF0	G3X8X3
E9PRF1	Q9D8T2
E9PRF2	F8VQ06
