mouse_uniprot	mouse_entrez	mouse_refseq	human_entrez	human_refseq	human_uniprot
X5J4T9					
Q6P7T7					
Q860W6					
Q8BWM4					
A4IF44					
D3Z6E2					
Q9JI67	93961	NP_001116465.1;NP_149161.1;XP_006523179.1;XP_006523180.1;XP_017172660.1	10317	NP_149362.2	Q9Y2C3
Q3U7R9					
Q3T9D8					
Q0VF22	76138	NP_001156428.1	165055	NP_659415.1	Q96M89
Q8BQ03					
J3QPU0					
Q8VF13	258362	NP_666477.1			
N0DTI5					
D3Z037					
O35679	20731	NP_035593.2	27290	NP_055286.1	O60575
E9Q860					
Q8BSV5					
B7ZN75					
D3Z1D3					
F6V072					
Q3UMA8					
A2AJX1					
Q5EBP9					
Q8VGA6					
Q99020	15384	NP_034578.1	3182		Q99729
Q3U556					
A0A0A6YWT0					
D3Z6F0					
D3YZF5					
A0A0G2JGY8					
Q3TLL4					
F6QGX7					
B1AVF4					
A0A0A6YXR2					
B1ARJ9					
X5J5B5					
O55057	18582	NP_032827.1	5147	NP_002592.1	O43924
Q8BPZ0					
Q3UK68					
Q8C5F9					
Q3U270					
O55239	18113	NP_035054.1;XP_011240719.1	4837	NP_006160.1	P40261
Q9D4C0					
Q8CET8					
A0A0J9YUU3					
E9Q518					
A0A075B683					
Q8C886					
Q8R3F6					
L7N2D3					
D3Z7B9					
Q8C0E9					
Q8C5V9					
Q8BUL6	101476	NP_598703.1;XP_006507211.1;XP_006507212.1	59338	NP_067635.2	Q9HB21
Q62327					
Q7M702					
F8VQ32					
Q35036					
Q641K1	67269	NP_001041473.1;NP_001271147.1;NP_001271148.1;NP_001271150.1;NP_075817.2;XP_006517398.1;XP_006517399.1;XP_006517400.1;XP_006517401.1;XP_011242857.1	23287	NP_001273644.1	Q9UPW5
G3UVW2					
Q3TNL9					
Q05CE3					
Q3UFN7					
Q9CSI4					
D3Z0Q9					
P51660	15488	NP_032318.2	3295	NP_000405.1	P51659
A0A0J9YUV6					
Q3UZR8					
G3UXU0					
A0A075B601					
Q8BKZ6					
Q8BNT9					
Q4FJS6					
F8WGY8					
Q8BJZ3	69660	NP_081430.3	64114	NP_071435.2	Q969X1
P50285	14261	NP_034361.1;XP_006496726.1	2326	NP_001269621.1	Q01740
Q8CFB4	229898	NP_705792.2	115362	NP_001127958.1	Q96PP8
G3UW65					
A0A087WSJ6					
Q8R020					
A0A0M5HDY5					
Q3U313					
Q80U03					
Q3U2V3	213484	NP_694776.2;XP_006518856.1	79873	NP_079091.3	Q6ZVK8
B6CI26					
Q64500					
Q99PJ0					
Q8R5L1					
Q05DD2					
Q80UN0					
Q8R2J3					
F6VMP2					
D3YXE3					
A0A0J9YUY1					
Q8CCQ5					
Q99KN9					
D3Z1F7					
D3Z0J4					
Q6XBG1					
Q38RM9					
Q921G6	231798	NP_666276.1	4034	NP_002310.2	O75427
A0A0G2JDL0					
Q9D9K1					
E9PY95					
P63115	53896	NP_059090.3	56301	NP_062823.1	Q9NS82
Q80ZL9					
Q3U8F0					
D3Z166					
B2ZEZ6					
Q8CDB3					
A0A1B0GRB7					
Q3TYS5					
H7BX89					
B7ZWC9					
P09240	12424	NP_001271437.1;NP_112438.1;XP_017168605.1	885	NP_000720.1	P06307
A0A0A6YVT5					
X5J4K7					
Q3U171					
Q8BVI4	110391	NP_077198.1	5860	NP_000311.2	P09417
A0A0N4SVZ5					
Q8C103					
Q549F9					
Q5SQK1					
Q3U829	231855	NP_766313.2	9907	NP_055670.1	O43299
Q3TAW7					
D3YZF3					
Q8R528					
Q8CHW5	212733	NP_722479.1	146439	NP_001096645.1	A1A5D9
H3BK88					
B2X2D5					
A2AG48					
F6SMI5					
O88622					
Q3TDT5					
Q8C7Q6					
E9Q2N2					
A6H6A5					
G3UXS9					
A0A0G2JDQ6					
Q6PGN1	227358	NP_775571.2	151176	XP_006712968.1	Q4G0M1
E0CYB5					
Q7TQX4					
G8CZ49					
Q6NXN0					
Q9D4Y8					
Q62299					
Q3TT70					
E9PZ88					
Q6NSP9					
Q6LBQ5					
G3XA75					
Q06767					
Q9WVK5	56386	NP_062711.1	9331	NP_004766.2	Q9UBX8
P55194					
D6RIQ3					
E9Q5C2					
B0LAC5					
Q91ZF4					
Q3TZ19					
A0A087WRE1					
Q8R0S9					
Q61839	18159	NP_035063.1	4880	NP_077720.1	P23582
A0A0A6YWQ8					
E9Q933					
D3YTN5					
Q5SQF9					
Q99PM8					
Q3URR8					
O08900	22780	NP_035901.1	22806	NP_036613.2	Q9UKT9
P56654	13096	NP_034131.2			
Q3UN63					
A0A0R4J0F8					
F7D1Q2					
O88294					
E0CY99					
Q0VDS5					
P97361	18843	NP_035256.2	51297	NP_001230122.1	Q9NP55
Q3TTL0	67609	NP_080549.1	285237	NP_776185.2	Q5JPI3
Q8C8F1					
Q65CL1	216033	NP_001157848.1;NP_808280.2;XP_006513538.1	29119	NP_001120856.1	Q9UI47
A3KMF3					
A0A075B5R5					
D3Z6N2					
A0A0R4J1E7					
Q9QZH1					
Q6GQX8					
A0A0G2JDX3					
B1AXL0					
Q58ES8					
Q91W17					
Q3U5F6					
Q3UFJ8					
F6Q1W8					
F6WZQ6					
Q5NCU0					
F6QC77					
P36552	12892	NP_031783.2	1371	NP_000088.3	P36551
F7AT68					
A0A140LIV0					
Q8C8D3					
A0A140LHR1					
P04919	20533	NP_035533.1	6521	NP_000333.1	P02730
A0A0A6YVX1					
A0A0U1RPA1					
Q5QNR4					
H3BLB6					
F6YAQ3					
Q6P9M2					
F8WJ93					
Q3UVF0					
Q8BGT5	108682	NP_776291.1	84706	NP_597700.1	Q8TD30
P10148	20296	NP_035463.1	6357	NP_005399.1	Q99616
A0A0A6YXM5					
Q9CPV3	67270	NP_080341.1;XP_006514042.1	28977	NP_054769.1	Q9Y6G3
Q3UHI8					
F6Q4B6					
Q8CBL2					
A0A0B4J1F0					
A0A1B0GRU5					
Q9JJU4					
D6RIM1					
G3UWR0					
E9QA96					
E9QAN9					
A0A0F6T326					
B9EJ96					
Q8CCJ1					
Q3UJW8					
D3Z5U4					
A0A0N4SV71					
E0CZG7					
A0A0R4J060					
Q9D821					
Q99NF6					
F7AVN4					
Q810R6					
Q3V249					
A0A0G2JEQ6					
A0A0R4J124					
Q3UX28					
D3YWR2					
Q8BP13					
E9Q1T1					
Q3UYK6					
Q7TMX4					
Q8C678					
B7ZWL7					
K7TD38					
Q3TTD4					
Q1HL32					
Q3TDX2					
Q9EQ32	83490	NP_113553.1;XP_006527535.1	118788	NP_689522.2	Q6ZUJ8
Q8R288					
A0A0U5BC76					
A0A1B0GSY3					
Q9JJJ0					
Q3TCU2					
Q99KF6					
Q3TCS4					
Q9D009	67164	NP_080286.2	387787	NP_001138341.1	A6NK58
Q91Z68					
F7D5I3					
Q8BMX0					
A0A0R4J232					
Q2M2Q2					
Q8C297					
A0A0G2JEB8					
S4R2S5					
Q3TYR3					
Q69ZE6					
Q99LP6	17713	NP_077798.1	80273	NP_079472.1	Q9HAV7
O89100	17444	NP_001276371.1;NP_034945.1	9402	NP_004801.1	O75791
A2ASX4					
F6WPW1					
F6TMZ3					
Q8BSF4	320951	NP_796272.2	23761	NP_055153.1	Q9UG56
K7TH02					
F2Z445					
Q4VAH9					
F6XD87					
A0A087WSG4					
A0A1B0GXL7					
Q9D3V5	71313	NP_082035.1	161835	NP_689810.3	Q8NA03
Q8CJA6					
Q3US43					
Q8VFG9					
Q8K3X6	72074	NP_082361.2	257629	NP_665872.2	Q8N8V4
Q8C8T5					
A0A0A6YXJ3					
D6RH81					
S4R2N3					
Q3UWT0					
A9NIH9					
F2Z410					
B1AY86					
F6RXB5					
V9GXY4					
B7ZCM0					
Q8K0F4					
Q54AI7					
Q99M95					
A0A087WP73					
B1ATX4					
G5E8B1					
Q3U7A2					
Q8C967					
A0A0U1RQ65					
Q8BZ27					
Q9JJV4	54377	NP_062304.1	27092	NP_055220.1	Q9UBN1
Q3UW87					
Q91YU3	78100	NP_663584.1;XP_006509954.1	84437	NP_115800.1	Q8NCY6
Q7TMJ9					
P11881	16438	NP_034715.3;XP_006505693.1;XP_006505699.1;XP_006505700.1;XP_017176897.1;XP_017176899.1	3708	NP_001161744.1	Q14643
Q8BM54	218203	NP_722484.2	29116	NP_037394.2	Q8WY64
P70304					
A7MCW7					
Q8C2V0					
Q3TNP9					
Q8VD62	107242	NP_001243444.1;NP_598910.2	83638	NP_113638.2	Q9H3H3
Q6TQE4					
Q7TR77					
A6H6I6					
Q7TRF3	257898	NP_001011748.1			
E9Q496					
Q8CBN6					
Q8R4T1	12879	NP_001004455.2;NP_001155279.1;NP_619627.3;XP_006515014.1;XP_006515015.1	192668	NP_001032237.1	Q717R9
Q8R1I1	66152	NP_932096.1	29796	NP_037519.2	Q9UDW1
Q7TMC9					
Q9QZN3	50753	NP_056606.2	26269	NP_036312.2	Q9NRD0
Q9ERK9	233571	NP_898991.1;XP_006507703.1;XP_011240041.1	5031	NP_001264137.1	Q15077
Q542D1					
Q6W030					
Q5NCJ0					
Q9WUE3	56368	NP_062694.1;XP_006511838.1;XP_006511839.1	11068	NP_008953.1	O14569
Q9DCV4	66302	NP_079752.3	51115	NP_057117.2	Q96DB5
G3X8Q7					
Q0VDV7					
F6RQM1					
B2RPV4					
V9H0T7					
F2Z3V5					
Q8CAG2					
H7BX28					
Q3UPZ7					
A0A1B0GRU3					
A0A087WS19					
X5J4I5					
Q8BXA1	73124	NP_780402.1	27333	NP_055313.1	O00461
Q3UZU7					
Q3UK27					
Q8K256					
B1B212	667281	NP_001171246.1			
F6V7K3					
A0A0M4TR03					
Q3U150					
D3Z4P0					
Q3TIM0					
Q6PB44	104831	NP_001074512.1	25930	NP_056281.1	Q9H3S7
Q3UPY0					
Q8VE62	218693	NP_663432.1	10605	NP_006442.2	Q9H074
Q9D3I0					
Q8VEH2					
Q3TYJ6					
Q3SYI6					
F6XWY6					
A2ALA0					
A0A1B0GRG7					
D6RIP2					
Q99KL5					
Q69ZN1					
Q5FWA4					
E0CXP1					
Q3UFK8	67457	NP_080445.1;XP_006531891.1	83786	NP_114110.1	Q9BZ67
Q8BWQ5	245038	NP_766516.2	85443	NP_208382.1	Q9C098
B7ZDF7					
Q45G30					
Q8C0N2	231510	NP_766303.1;XP_011247733.1;XP_011247734.1;XP_011247735.1	84803	NP_001243350.1	Q53EU6
F8WGI9					
G3UYT1					
A2ASU7					
Q1RLK7					
Q3TRW7					
Q9D799	69606	NP_081410.2	123263	NP_640335.2	Q96DP5
Q8VFZ3					
Q3U0M5					
Q7TR40					
Q3UVG6					
K7TDH0					
G3UZP7					
E9Q606					
A0A0G2JFP1					
Q8CEP0					
Q09098	56872	NP_064660.2			
E9Q478					
Q3UYZ3					
Q9CQT1	67873	NP_080699.3	84245	NP_001026897.1	Q9BV20
A0A140LJA6					
Q91Z07					
Q3U1I9					
Q9CUW3					
Q9QZC9					
D3YW39					
Q0VBT1					
A0A0R4J0P4					
A0A0G2JEQ9					
Q1EDY4					
A8Y5H5					
Q0VAZ2					
Q9D8D7					
A0A087WRM4					
A0A0B7MHU9					
A0A0G2JDW9					
Q3TGS1					
Q99KL3					
G3UZI5					
Q8VET4					
Q5DTS0					
Q64493					
X2CUM2					
Q8BGG6	68929	NP_001241691.1;NP_084313.1;XP_006504677.1	64598	NP_001035186.1	O75425
D6RJK9					
Q5XQK8					
Q9QXN5	56727	NP_064361.2	55586	NP_060054.4	Q9UGB7
A0A0G2JEK9					
A0A140T8Q3					
P70669	18675	NP_035207.1	5251	NP_000435.3	P78562
Q3TQ51					
A2KTL0					
E9Q6V6					
Q80W38					
Q8CF35					
B2KFA8					
Q80WW0					
Q545C0					
D3Z5G3					
H7BX48					
D3Z482					
Q3UJ69					
A0A0R4J016					
A0A0N4SVB7					
A0A0R4J1K7					
D3YUR7					
Q9CZ08					
D3YW10					
V9GX66					
Q3UYG0					
Q3V2Z9					
Q3TQM5					
F7C279					
A2AL74					
O35143	11983	NP_031538.2	93974	NP_057395.1	Q9UII2
D6RHK9					
A2AJQ3	381510	NP_001074670.1	286148	NP_861452.2	Q7Z388
Q91VV9					
P48962	11739	NP_031476.3	291	NP_001142.2	P12235
F6XT04					
A0A0G2JFR5					
E0CY45					
Q7TPQ6					
Q3UQT4					
B5LBC4					
Q8R034	69010	NP_852059.1;XP_006511869.1;XP_006511870.1	25847	NP_056206.1	Q9BS18
Q5SUH5					
Q01338					
Q8CCA5					
Q9D5K6					
Q8CE87					
Q6LDQ6					
Q8R4V1	74039	NP_001258340.1;NP_001258341.1;NP_001258342.1;NP_001258343.1;NP_083004.1	150372	NP_666017.1	Q8NET5
Q61425	15107	NP_032238.2	3033	NP_001171634.2	Q16836
D3YZR3					
A0A0G2JEJ6					
F7DFD7					
S4R1B3					
Q3UNP2					
Q3V314					
Q3U3B9					
H7BXB9					
Q3U1U4					
A0A087WRG4					
A2AW64					
Q7TT23	228602	NP_083708.1	25943	NP_001009984.1	Q5TEA3
P61215	72605	NP_082572.1;XP_006534382.1;XP_017170284.1	56934	NP_001076003.1	Q9NS85
Q8C6Z2					
Q7TRR5					
Q7TSL7					
Q64525	319189	NP_783597.2	440689	NP_001154806.1	Q5QNW6
Q8BUB5					
Q3U4B4	70166	NP_081616.1;XP_006527396.1	643418	NP_001095939.1	Q5VXI9
Q8C308					
S4R2U7					
G3UZN4					
Q8CHG0					
Q8C6T5					
P29416	15211	NP_034551.2	3073	NP_000511.2	P06865
Q810B9	386750	NP_942564.2;XP_006501701.1;XP_006501702.1;XP_006501703.1;XP_006501704.1;XP_006501705.1	22865	NP_055741.2	O94933
Q99LV9					
B2RSG4					
F7CD45					
Q3UKT9					
F6XD63					
Q6P8I4	76302	NP_001019793.1	57092	NP_065090.1	Q8WW12
A2RRY9					
A0A0G2JG42					
Q14AA6					
Q08EK4					
Q9CQQ4	66603	NP_079932.2	8487	NP_003607.1	O14893
Q8CCH8					
J3QN94					
D3YZM5					
F6TAQ6					
Q8C728					
Q3B880					
Q925T2					
A2AF81					
Q3UW82					
E9LEA9					
Q3US41	207920	NP_001277312.1;NP_918944.2;XP_006537778.1;XP_006537781.1;XP_006537783.1	54845	NP_001030087.2	Q6NXG1
Q3U538					
Q3TUR3					
Q3U3D8					
Q3TFU3					
Q3U0U9					
Q0VEP8					
A2A7F9					
Q8BTM0					
A0A0G2JE74					
Q6GYB6					
Q9CVT9					
Q8BZA0					
E9Q7M8					
Q3UU45					
A0A0U1RPX9					
A7TZG1	230613	NP_808336.1			
V9GXP7					
K7U690					
F6XQM2					
P97819	53357	NP_001185952.1;NP_001185953.1;NP_001185954.1;NP_058611.1;XP_006521215.1;XP_006521216.1;XP_006521217.1;XP_006521218.1;XP_006521219.1;XP_006521220.1;XP_006521221.1;XP_006521222.1;XP_006521223.1;XP_017172187.1	8398	NP_003551.2	O60733
D3Z4R4					
Q3UEK5					
Q3UVH3					
A0A0N4SVU7					
Q9D9C2					
D2JZZ6					
Q60575	16561	NP_001277924.1;NP_032467.2	23095		O60333
Q9DAR7	69305	NP_081306.1	28960	NP_054745.1	Q96C86
Q9D600	272551	NP_849187.1	51659	NP_057179.1	Q9Y248
Q3V1T4	56401	NP_001035874.1;NP_001273077.1;NP_062756.2;NP_062757.2	64175	NP_071751.3	Q32P28
B1B0B1					
Q8VEM8	18674	NP_598429.1	5250	NP_002626.1	Q00325
Q8C402					
V9GWS1					
A0A0N4SW71					
Q3UY85					
Q9DAH0					
K7TDF1					
D3Z590					
E9Q8C5					
Q8R300					
E0CXB9					
Q8CHU6					
F7B303					
Q8VFG7					
Q9CUQ2					
Q3U9W6					
Q9CVR1					
E9Q6F0					
Q3TZ85					
Q8R0M1					
D3Z0Q1					
Q8VCY5					
Q5SW50					
Q8VCA7					
B1AWL2					
V9GX20					
Q3TQG9					
Q149T8					
Q3TNB8					
P97802	11730	NP_001116866.2			
E9Q572					
Q3UK06					
Q8BGR8	66787	NP_848728.2	51527	NP_057556.2	Q9P0R6
Q9ET46					
D3Z5T3					
Q3B810					
Q1RLL2					
A0A0R4J1X8					
D6RI77					
E9Q4D5					
Q571I1					
E9Q3N1					
Q571L4					
A0A075B661					
Q8K2T2					
Q4VAF6					
Q3UQ00					
P70443					
B1ARG5					
J3QPK7					
G3X8U9					
Q3V2Y3					
Q8BRB8					
Q3UYB0					
D3YW28					
E9Q6D8					
F6UG16					
Q66JY8					
Q60636	12142	NP_031574.2;XP_006512565.1;XP_006512566.1;XP_006512568.1;XP_011241411.1	639	NP_001189.2	O75626
Q9JL35	50887	NP_057919.2			
Q8CEH3					
S4R183					
Q544C8					
Q9CXR2					
A0A0J9YUM7					
A0A087WRP8					
D3Z2I8					
D3YWG4					
Q8CBB6					
F7CB91					
Q9QUH8					
A0PJ65					
F7CXR1					
Q8BQF9					
Q80UR6					
Q6W053					
E0CXD5					
B7ZC23					
A6H5Z3	75914	NP_796051.2	23233	NP_056004.1	Q9Y2D4
Q8CJC7					
Q3UBU7					
Q05186	19672	NP_033063.1	5954	NP_002892.1	Q15293
Q5RKV8					
Q8K044					
A0A0B6VKR0					
D3Z212					
Q5SUS9					
E9Q682					
G5CJW6					
K7Q7T7					
D3Z2X3					
Q687I4					
A4FTV5					
Q8CBQ6					
Q6ZQJ0					
Q3UCC5					
Q9D9S0					
K7N688					
A2AQ96					
Q924X3					
E0CY24					
A0A0N4SVL8					
Q3ZAS9					
D3YZR1					
A0A0N4SV62					
D3Z0I8					
D3YUF7					
E9Q438					
D3Z6S9	545527	NP_001074731.1	131831	NP_689607.2	Q7L0X2
G3XA79					
Q3UDM3					
Q99JZ9					
A0A1B0GT57					
D3YZG8	665563	NP_081064.1	441024	NP_001138450.1	Q9H903
B7ZC42					
Q9DAK1					
B2RY24					
Q8BX23					
B1AR51					
E0CXM1					
Q9CTX7					
Q3TQP7					
E9Q036					
E0CY18					
E9QJZ1					
F8VQ79					
Q8BKE3					
A0A0A6YW08					
Q925P5					
E9PZN8					
E9Q997					
S4R187					
Q62172	19765	NP_001185878.1;NP_033093.2	10928	NP_006779.1	Q15311
F6ZAT3					
Q545V8					
P54869	15360	NP_032282.2	3158	NP_005509.1	P54868
Q5SWZ9	194908	NP_001277212.1;NP_898962.2			
E9Q9C5					
E0CX31					
E9QAA8					
F8WHM3					
Q8C670					
Q0VBA6					
Q8C8E3					
E0CXT9					
Q5R1F4					
Q8CB23					
Q3UUW6					
Q9JKL5	57816	NP_067319.2	54997	NP_060369.3	Q96BS2
Q3TMJ8					
S4R1J1					
Q3V0F6					
Q3V497					
Q3U298					
B9VQ37					
A0A0N4SVY1					
Q5RJF7	319734	NP_001028554.2	93589	NP_758952.4	Q7Z3S7
Q6P926	71242	NP_082009.3;NP_083761.1	202051	NP_919272.1	Q86W54
P86793	100041504;100041593;100042493;100504239;100504346;100862177;65956	NP_001180595.1;NP_001180597.1;NP_001257289.1;NP_035465.2;NP_075539.1;XP_001473308.1;XP_001473444.1	6366	NP_002980.1	O00585
Q8CH19	224291	NP_776286.1	100506944	XP_005264833.1	
Q543S8					
Q3TUY1					
Q8BSU0					
Q8C783					
Q3TNU6					
Q60673					
Q8VFT9					
Q9CVV0					
A0A087WR24					
P26048	14395	NP_032092.1;XP_006503796.1	2555	NP_001107647.1	P47869
Q9CT20					
B9EHD2					
S4R2L6					
Q8R338					
Q5DTF0					
P60322	378430	NP_918953.2	339345	NP_001025032.1	P60321
P17809	20525	NP_035530.2	6513	NP_006507.2	P11166
Q8JZS6	381695	NP_958757.2	10443	NP_055702.1	Q92802
Q8BNZ2					
P00796	19702	NP_112470.2			
Q6NXM6					
J3QMX0					
J3QPY3					
Q9CW04					
Q8CGT1					
A2ARW8					
Q3TM45					
A0A140LHD1					
Q80WB0	332713	NP_955016.1;XP_011238251.1	79025	NP_076964.1	Q9BVV2
A0A075B633					
Q05DS3					
Q8C1B4					
O89073					
D3YXX2					
A0A0A6YW26					
Q3TZB1					
G3UX31					
Q8BGL5					
V9GX84					
Q8C553					
Q5R1H2					
Q921W4	66609	NP_598440.1	9946	NP_665857.2	O95825
Q04190					
D3Z5A8					
E9QLQ3					
E0CY51					
F6QWY7					
Q8BJD1	209378	NP_766059.1	80760	NP_085046.5	Q86UX2
Q3UBE4					
O54962	23825	NP_001033320.1;NP_001273537.1;NP_035923.1	8815	NP_003851.1	O75531
A0A140LJ80					
Q6NZP7					
Q7TMG6					
Q8BIC7					
Q3URJ7					
A6QRH3					
Q3TU15					
D3YXV4					
H6U1G9					
B2ZGH3					
Q2TB09					
A0A087WS88					
A2VCP3					
P56389	72269	NP_082452.1	978	NP_001776.1	P32320
Q8CBC9					
Q8VE98	102657	NP_598744.1	80381	NP_001019907.1	Q5ZPR3
Q80YR3	72668	NP_082593.2	387640	NP_997254.3	Q1XH10
Q9DCD9					
Q9CTT4					
A8R0W0					
B1AQ85					
Q9JM99	96875	NP_001103616.1			
A0A0N4SUJ2					
F6W3A0					
O88487	13427	NP_001185805.1;NP_001185806.1;NP_001185807.1;NP_034194.1			
F8S0X8					
Q3UP29					
D3Z1Y4					
Q05DT0					
J3QP56					
D6RI64					
A0A087WP18					
O70591	18637	NP_035200.2	5202	NP_036526.2	Q9UHV9
Q80ZQ3	67750	NP_080635.2	203076	NP_001035121.1	Q6P047
D3YVA0					
Q3ZB49					
Q3UQ99					
Q3UT81					
F6ULE1					
F6Z4I3					
Q8BSA6					
Q3TXF0					
Q6AXF6	320007	NP_001152891.1;NP_932151.2	54847	NP_060169.2	Q9NXL6
E9PX66					
I7GPR1					
Q8CEH4					
F7D0T8					
Q8BSI5					
J3QPP7					
A2A8Z3					
Q2XSQ4					
E0CYL0					
Q8R3B7	78656	NP_001276535.1;NP_001276536.1;NP_084423.2	10902	NP_631938.1	Q9H0E9
Q9WV18	54393	NP_062312.3	2550	NP_001461.1	Q9UBS5
P47873	16156	NP_032376.1	3589	NP_000632.1	P20809
J3QN60					
F6U7K9					
X5J4W8					
Q3UJ12					
E9Q4V7					
B2RXA7					
A0A1B0GS85					
Q3UMC2					
H3BJD4					
A0A0U1RPL2					
E9Q4I9					
B2RWX2					
Q3TQS6					
Q3U1W0					
Q14BB8					
K3W4R7					
Q4V9X1					
Q5DTG0					
Q8BRM1					
D2CGM5					
Q6PE54	67487	NP_080467.3	79665	NP_078888.4	Q8IX18
Q8CBJ3					
Q9D4Z1					
E0CXJ7					
Q3UU62					
E9PZ22					
B2KF87					
Q8BYD5					
E9Q858					
P68134	11459	NP_001258970.1;NP_033736.1	58	NP_001091.1	P68133
Q8VG94					
Q30KM9	654458	NP_001034210.1			
Q6PGM4					
Q8BML2	319888	NP_796002.1			
Q8R2D1					
Q3URX0					
P23359	12162	NP_031583.2	655	NP_001710.1	P18075
D3Z339					
Q7TQ06					
Q6W9J8					
Q8R1P5	217826	NP_001157898.1;NP_001157899.1;NP_666149.1	56659	NP_071337.2	Q9HB14
E0CX59					
A0A140LHA4					
Q8C475					
A1YZC7					
Q5NCU3					
Q8BYF3					
A2ATL1					
Q8VDX0					
A2AIL4	76947	NP_001078962.1	137682	NP_689629.2	Q330K2
Q9CR53	68039	NP_080799.1	4828	NP_066563.2	P08949
A2AQ81					
G3UWL4					
Q6W057					
F2Z3X9					
A2ACL9					
A0A0U1RP06					
A2AB70					
Q9D578					
Q5BL05					
A0A1B0GSM1					
Q3TZI7					
D3Z723					
Q5SUD5					
Q8C6D3					
Q924W5	67241	NP_001311405.1;NP_079971.2	79677	NP_078900.1	Q96SB8
A0A0G2JFY5					
A0A0R4J099					
B7ZJH7					
Q91XB2					
Q3TXU4					
Q6DFX1					
Q0P525					
A1L312					
Q3TLX9					
D3YXL2					
Q543K2					
E9Q168					
D3Z216					
Q8CC34					
Q80WX2					
Q3TJW1					
Q99N05	66607	NP_079934.2			
Q9Z0R9	56473	NP_062673.1	9415	NP_004256.1	O95864
Q9Z1Q2	193742	NP_848707.1	7920	NP_066983.1	O95870
Q3TU06					
Q8BUG2	338403	NP_803233.2	84735	NP_116038.4	Q96KN2
Q3TS70					
F6SH71					
Q8C0W2					
A0A087WQP4					
Q8CAG7					
Q9JJV1	12958	NP_067516.1;XP_006495719.1	1412	NP_476435.1	P53672
Q9CSJ2					
Q91Y08					
D6RGS9					
D6RCI0					
Q3U6N7					
F6ZTI9					
Q3TNG2					
B7ZNY4					
Q8BHB8					
Q6R5H2					
Q8BUN1					
E9QNB8					
Q3U1C3					
D6RH41					
K7T9L8					
K3W4N3					
Q3TVH4					
Q3U5F7					
A0A140LHN8					
Q05CC7					
Q8K1S5	194655	NP_848134.1	8462	NP_003588.1	O14901
Q8C1N8	382059	NP_997541.2			
A2A4U6					
D3YW20					
Q3THJ0					
Q99P81	27405	NP_084515.2			
A2A7A3					
Q9CTM4					
D3Z3U6					
A0A0B4J1I8					
E9Q0C6					
E9QPN7					
D3YYI8					
Q8BR65	71954	NP_001116138.1;NP_848737.3	64426	NP_071936.2	Q9H7L9
Q8VF22					
Q8VEP9					
O88634	14065	NP_032001.2	9002	NP_003941.2	Q96RI0
F5CSM6					
A0A075B6D4					
F7ABL5					
A0A140LI88					
Q496W9					
Q3UV89					
Q9D892	16434	NP_080198.2;XP_017171220.1	3704	NP_258412.1	Q9BY32
B9EHS3					
Q78E06					
B7ZNP0					
Q52KL8					
Q9CW88					
D3Z3M1					
Q3U286					
Q3UDI8					
Q9CSK1					
Q8C557					
Q8BSZ7					
P14733	16906	NP_034851.2	4001	NP_005564.1	P20700
S4R1F8					
Q9D4V0	75320	NP_083526.2	55500	NP_061108.2	Q9HBU6
A2AHM1					
Q8BUL3					
Q3UMG0					
X5J573					
E9Q8E0					
Q80YV2	232679	NP_001298015.1;NP_766323.1;XP_017177060.1	51530	NP_057562.3	Q86WB0
Q8C1H3					
B2KF75					
E1APH6					
Q9D0R8	268490	NP_766535.1;XP_006533477.1	124801	NP_689557.1	Q3MHD2
A0A140T8T7					
Q3TLH8					
Q6NSS1					
Q3V0N2					
Q8K2Y1					
A2AQ95					
X5J536					
Q8K106					
B2RY17					
Q32MG3					
Q14AN8					
A2AH30					
Q91UZ6					
A2AHZ2					
F6U927					
Q3TTG2					
Q8BVQ0					
Q8BND0					
A0A1B0GQW9					
E9PVG9					
Q6ZQ70					
Q8VEZ5					
Q99JG9					
Q9D0U6	68877	NP_001158079.1;NP_001158080.1;NP_081135.3	84232	NP_115648.2	Q9H063
E9Q4R1					
A1L3B8					
A0A1B0GS61					
Q3TTP6					
F7C950					
Q8C741					
Q3TPE5					
F7BX63					
A2ADH8					
Q91W89	73744	NP_082912.1	4123	NP_006706.2	Q9NTJ4
Q3U1J4	13194	NP_056550.1	1642	NP_001914.3	Q16531
X4ZEG9					
P26187	17314	NP_032624.1;XP_006507472.1;XP_006507473.1	4255	NP_002403.2	P16455
Q8QZU5					
Q7TQX3					
Q8BUB3					
B8JJ66					
E0CXI3					
D6RHA2					
Q8R352					
Q9JKC7	11781	NP_067367.3	9179	NP_004713.2	O00189
Q5FWB5					
Q5XQK1					
Q3TC82					
Q8BIX6					
Q9CQI6	72042	NP_082347.1	23406	NP_066972.1	Q14019
Q30KP4					
K7TR71					
F2Z3V9					
F6WIZ2					
B1AXV0	230235	NP_001136437.1	23732	NP_055149.2	Q9P0K9
Q9CU74					
A0A0R4J0K2					
F7DBY2					
E9PZ08					
Q148B3					
Q8BU53					
Q91VC3	192170	NP_619610.1	9775	NP_055555.1	P38919
Q9Z1T9					
P35438	14810	NP_001171127.1;NP_001171128.1;NP_032195.1	2902	NP_001172019.1	Q05586
Q8VF58					
Q78ZZ8					
A3KGV3					
Q7TMQ0					
Q9R0X9					
A0A0R4J284					
D3Z3T9					
Q7TMS1					
F6TNB3					
Q3UGP0					
D3YXW3					
Q8VGP7					
Q8R465					
E1APJ6					
F6X0J3					
A0A141CM26					
