9606.ENSP00000300161	P31946
9606.ENSP00000264072	P06734
9606.ENSP00000357097	P12319
9606.ENSP00000278888	Q01362
9606.ENSP00000289902	P30273
9606.ENSP00000344393	Q9Y324
9606.ENSP00000271450	P12318
9606.ENSP00000351497	P31994
9606.ENSP00000351497	P31995
9606.ENSP00000356946	P08637
9606.ENSP00000294800	O75015
9606.ENSP00000221347	Q9Y6R7
9606.ENSP00000358165	P12314
9606.ENSP00000358391	Q92637
9606.ENSP00000358391	A6NKC4
9606.ENSP00000221466	P55899
9606.ENSP00000252771	O14526
9606.ENSP00000393776	Q0JRZ9
9606.ENSP00000398803	Q13630
9606.ENSP00000360871	O00602
9606.ENSP00000291744	Q15485
9606.ENSP00000270879	O75636
9606.ENSP00000357158	Q96LA6
9606.ENSP00000355157	Q96LA5
9606.ENSP00000357167	Q96P31
9606.ENSP00000271532	Q96PJ5
9606.ENSP00000354691	Q96RD9
9606.ENSP00000357086	Q6DN72
9606.ENSP00000356936	Q7L513
9606.ENSP00000356925	Q6BAA4
9606.ENSP00000399259	Q86WN1
9606.ENSP00000386722	O94868
9606.ENSP00000220584	P37268
9606.ENSP00000318437	Q8NFU4
9606.ENSP00000260257	Q9BRP7
9606.ENSP00000269856	Q9BSK4
9606.ENSP00000307298	Q9UK73
9606.ENSP00000274457	Q96JP0
9606.ENSP00000305480	P39748
9606.ENSP00000275461	Q96RJ6
9606.ENSP00000217289	Q9BQL6
9606.ENSP00000342858	Q96AC1
9606.ENSP00000281092	P16591
9606.ENSP00000331504	P07332
9606.ENSP00000379138	P02771
9606.ENSP00000393887	P02765
9606.ENSP00000265029	Q9UGM5
9606.ENSP00000295727	Q99581
9606.ENSP00000278919	Q99689
9606.ENSP00000411145	A0PJY2
9606.ENSP00000283268	Q8TBJ5
9606.ENSP00000246553	O14842
9606.ENSP00000246549	O15552
9606.ENSP00000328230	O14843
9606.ENSP00000360538	Q5NUL3
9606.ENSP00000364277	P98174
9606.ENSP00000274963	Q7Z6J4
9606.ENSP00000336914	Q5JSP0
9606.ENSP00000394487	Q96M96
9606.ENSP00000285046	Q6ZNL6
9606.ENSP00000344446	Q6ZV73
9606.ENSP00000264664	O15520
9606.ENSP00000293829	Q92914
9606.ENSP00000413496	P61328
9606.ENSP00000359635	Q92913
9606.ENSP00000365301	Q92915
9606.ENSP00000352414	O60258
9606.ENSP00000274625	O76093
9606.ENSP00000294312	O95750
9606.ENSP00000338548	P05230
9606.ENSP00000180166	Q9NP95
9606.ENSP00000222157	Q9NSA1
9606.ENSP00000215530	Q9HCT0
9606.ENSP00000237837	Q9GZV9
9606.ENSP00000264498	P09038
9606.ENSP00000334122	P11487
9606.ENSP00000168712	P08620
9606.ENSP00000311697	P12034
9606.ENSP00000228837	P10767
9606.ENSP00000267843	P21781
9606.ENSP00000321797	P55075
9606.ENSP00000371790	P31371
9606.ENSP00000259988	Q14512
9606.ENSP00000259989	Q9BYJ0
9606.ENSP00000339067	Q8TAT2
9606.ENSP00000393312	P11362
9606.ENSP00000410294	P21802
9606.ENSP00000339824	P22607
9606.ENSP00000292408	P22455
9606.ENSP00000360262	Q96C11
9606.ENSP00000221204	Q08830
9606.ENSP00000248598	Q14314
9606.ENSP00000229395	Q9NVK5
9606.ENSP00000264748	Q8N441
9606.ENSP00000363115	P09769
9606.ENSP00000365167	B1AJZ9
9606.ENSP00000260008	Q9C0D6
9606.ENSP00000342087	P49789
9606.ENSP00000368207	Q9BXU8
9606.ENSP00000071281	Q13642
9606.ENSP00000322909	Q14192
9606.ENSP00000362107	Q13643
9606.ENSP00000326022	Q5TD97
9606.ENSP00000258201	Q9Y613
9606.ENSP00000257209	Q2V2M9
9606.ENSP00000314299	Q03591
9606.ENSP00000356385	P36980
9606.ENSP00000356395	Q02985
9606.ENSP00000356386	Q92496
9606.ENSP00000256785	Q9BXR6
9606.ENSP00000306361	P02671
9606.ENSP00000306099	P02675
9606.ENSP00000336829	P02679
9606.ENSP00000321962	Q8TAL6
9606.ENSP00000344572	O43427
9606.ENSP00000446479	Q9BVA6
9606.ENSP00000230124	Q92562
9606.ENSP00000349356	Q6PIW4
9606.ENSP00000333097	Q6QHK4
9606.ENSP00000333836	Q5HY92
9606.ENSP00000346560	Q4L180
9606.ENSP00000373370	Q5D862
9606.ENSP00000357789	P20930
9606.ENSP00000336752	Q6UN15
9606.ENSP00000223136	Q9Y3D6
9606.ENSP00000267426	A5D6W6
9606.ENSP00000380037	Q8N6M3
9606.ENSP00000221665	Q96SL8
9606.ENSP00000400223	Q86VR8
9606.ENSP00000317232	Q96AY3
9606.ENSP00000449751	Q9NYL4
9606.ENSP00000222803	Q9NWM8
9606.ENSP00000238256	Q5T1M5
9606.ENSP00000371138	P62942
9606.ENSP00000370373	P68106
9606.ENSP00000242209	Q75LS8
9606.ENSP00000310935	P26885
9606.ENSP00000216330	Q00688
9606.ENSP00000001008	Q02790
9606.ENSP00000338160	Q13451
9606.ENSP00000252037	O75344
9606.ENSP00000222308	Q14318
9606.ENSP00000242209	O95302
9606.ENSP00000364298	Q9UIM3
9606.ENSP00000326570	Q9H9S5
9606.ENSP00000223528	O75072
9606.ENSP00000351141	Q15007
9606.ENSP00000285071	Q8NFG4
9606.ENSP00000399985	Q01543
9606.ENSP00000324573	Q13045
9606.ENSP00000237172	Q7Z7B0
9606.ENSP00000358866	P21333
9606.ENSP00000420213	O75369
9606.ENSP00000327145	Q14315
9606.ENSP00000365569	O75955
9606.ENSP00000378368	Q14254
9606.ENSP00000246841	Q9NZU1
9606.ENSP00000332879	O43155
9606.ENSP00000339912	Q9NZU0
9606.ENSP00000468977	P49771
9606.ENSP00000241453	P36888
9606.ENSP00000356951	Q5VTH2
9606.ENSP00000355938	Q9Y5Y0
9606.ENSP00000238667	Q9UPI3
9606.ENSP00000413896	B3EWG3
9606.ENSP00000413896	B3EWG4
9606.ENSP00000413896	B3EWG5
9606.ENSP00000413896	B3EWG6
9606.ENSP00000333950	Q68DA7
9606.ENSP00000318884	Q9NZ56
9606.ENSP00000288670	Q96PY5
9606.ENSP00000335655	Q8IVF7
9606.ENSP00000329219	O95466
9606.ENSP00000346901	Q01740
9606.ENSP00000209929	Q99518
9606.ENSP00000356729	P31513
9606.ENSP00000356723	P31512
9606.ENSP00000254090	P49326
9606.ENSP00000236166	O60774
9606.ENSP00000347041	Q06828
9606.ENSP00000359498	Q8N0W7
9606.ENSP00000359506	Q06787
9606.ENSP00000220058	Q96DP5
9606.ENSP00000300784	Q9H479
9606.ENSP00000413625	Q96RU3
9606.ENSP00000263773	Q8N3X1
9606.ENSP00000417257	Q9Y2H6
9606.ENSP00000338523	Q53EP0
9606.ENSP00000297267	Q4ZHG4
9606.ENSP00000264703	Q9H6D8
9606.ENSP00000362570	Q8NAU1
9606.ENSP00000359034	Q5VTL7
9606.ENSP00000158009	Q8TC99
9606.ENSP00000310594	Q8TBE3
9606.ENSP00000421985	Q8TF40
9606.ENSP00000264433	Q9P278
9606.ENSP00000303423	P49354
9606.ENSP00000246166	P49356
9606.ENSP00000344307	Q5VW36
9606.ENSP00000326630	Q8IX07
9606.ENSP00000384179	Q8WW38
9606.ENSP00000256999	Q9HBA9
9606.ENSP00000362344	Q05932
9606.ENSP00000256999	Q04609
9606.ENSP00000308137	P15328
9606.ENSP00000298223	P14207
9606.ENSP00000457780	E5RQL4
9606.ENSP00000255759	Q96NB1
9606.ENSP00000245919	P53539
9606.ENSP00000310170	P15407
9606.ENSP00000264716	P15408
9606.ENSP00000306245	P01100
9606.ENSP00000250448	P55317
9606.ENSP00000315955	Q9Y261
9606.ENSP00000304004	P55318
9606.ENSP00000379369	Q99853
9606.ENSP00000365898	Q5VYV0
9606.ENSP00000370256	Q12948
9606.ENSP00000326371	Q99958
9606.ENSP00000462795	Q16676
9606.ENSP00000335493	O60548
9606.ENSP00000360157	Q9UJU5
9606.ENSP00000371940	Q12950
9606.ENSP00000364265	O00358
9606.ENSP00000334472	Q13461
9606.ENSP00000262426	Q12946
9606.ENSP00000259806	Q12947
9606.ENSP00000339004	P55316
9606.ENSP00000366534	O75593
9606.ENSP00000304286	Q12951
9606.ENSP00000373572	Q6ZQN5
9606.ENSP00000323880	Q92949
9606.ENSP00000162391	Q9P0K8
9606.ENSP00000354620	Q9UPW0
9606.ENSP00000328720	P85037
9606.ENSP00000335677	Q01167
9606.ENSP00000326272	Q12952
9606.ENSP00000333188	P58012
9606.ENSP00000342307	Q08050
9606.ENSP00000226247	O15353
9606.ENSP00000343633	P32314
9606.ENSP00000261302	O00409
9606.ENSP00000299162	Q96NZ1
9606.ENSP00000372651	Q6ZUU3
9606.ENSP00000368880	Q12778
9606.ENSP00000339527	O43524
9606.ENSP00000363377	P98177
9606.ENSP00000361672	A8MYZ6
9606.ENSP00000318902	Q9H334
9606.ENSP00000386200	O15409
9606.ENSP00000365380	Q9BZS1
9606.ENSP00000309823	Q8IVH2
9606.ENSP00000296839	Q9C009
9606.ENSP00000314806	Q6PIV2
9606.ENSP00000427329	Q6PJQ5
9606.ENSP00000365145	O43638
9606.ENSP00000333283	Q0VG06
9606.ENSP00000359935	O14772
9606.ENSP00000349078	P14324
9606.ENSP00000302707	P21462
9606.ENSP00000340191	P25090
9606.ENSP00000341821	P25089
9606.ENSP00000376899	Q9P2B2
9606.ENSP00000381982	Q2WGJ9
9606.ENSP00000355812	O95684
9606.ENSP00000264895	Q86XX4
9606.ENSP00000360060	Q92837
9606.ENSP00000360058	O75474
9606.ENSP00000366482	Q16595
9606.ENSP00000370262	Q5H8C1
9606.ENSP00000280481	Q5SZK8
9606.ENSP00000332886	P0C091
9606.ENSP00000278882	Q9BZ01
9606.ENSP00000226798	Q14331
9606.ENSP00000401310	Q96QU4
9606.ENSP00000384730	A6NGY1
9606.ENSP00000368039	Q64ET8
9606.ENSP00000273550	P02794
9606.ENSP00000366525	P02792
9606.ENSP00000272321	O95876
9606.ENSP00000357615	P42685
9606.ENSP00000350032	Q9P2Q2
9606.ENSP00000381549	Q9Y2L6
9606.ENSP00000283309	Q8N878
9606.ENSP00000303508	A2A2Y4
9606.ENSP00000403067	Q7Z6J6
9606.ENSP00000348550	Q96NE9
9606.ENSP00000298542	Q6ZUT3
9606.ENSP00000319726	Q9BZ67
9606.ENSP00000363317	Q6IN97
9606.ENSP00000366995	Q5SYB0
9606.ENSP00000363317	Q68DX3
9606.ENSP00000276185	Q5JV73
9606.ENSP00000370057	Q14CM0
9606.ENSP00000287474	Q6ZNA5
9606.ENSP00000363709	Q9P0K9
9606.ENSP00000299293	Q8WU20
9606.ENSP00000259748	O43559
9606.ENSP00000351113	O94915
9606.ENSP00000369600	Q5TBA9
9606.ENSP00000420405	O95073
9606.ENSP00000344579	Q5H9T9
9606.ENSP00000371798	Q16658
9606.ENSP00000334665	O14926
9606.ENSP00000265825	Q9NQT6
9606.ENSP00000417492	Q9BXM9
9606.ENSP00000221856	Q9BTV5
9606.ENSP00000335651	A1L4K1
9606.ENSP00000254122	P01225
9606.ENSP00000384708	P23945
9606.ENSP00000280236	Q8NA03
9606.ENSP00000344403	Q5CZC0
9606.ENSP00000295633	Q12841
9606.ENSP00000166139	O95633
9606.ENSP00000265342	Q6MZW2
9606.ENSP00000305334	Q8N475
9606.ENSP00000256759	P19883
9606.ENSP00000291670	O95954
9606.ENSP00000313691	Q8N4E7
9606.ENSP00000369257	Q68CZ1
9606.ENSP00000418823	Q9C0B1
9606.ENSP00000359804	Q96AE4
9606.ENSP00000381216	Q92945
9606.ENSP00000318177	Q96I24
9606.ENSP00000357540	A2VDF0
9606.ENSP00000002165	Q9BTY2
9606.ENSP00000363603	P04066
9606.ENSP00000313318	Q96A29
9606.ENSP00000288078	Q8N0W3
9606.ENSP00000355518	P07954
9606.ENSP00000367284	Q8IVP5
9606.ENSP00000358510	Q9BWH2
9606.ENSP00000268171	P09958
9606.ENSP00000254108	P35637
9606.ENSP00000332757	Q6P4F1
9606.ENSP00000361932	Q495W5
9606.ENSP00000312021	P19526
9606.ENSP00000375748	Q10981
9606.ENSP00000305603	P21217
9606.ENSP00000351602	P22083
9606.ENSP00000252675	Q11128
9606.ENSP00000286955	P51993
9606.ENSP00000318142	Q11130
9606.ENSP00000353910	Q9BYC5
9606.ENSP00000302599	Q9Y231
9606.ENSP00000313309	Q9BT04
9606.ENSP00000399938	Q4VC44
9606.ENSP00000293981	Q96CP2
9606.ENSP00000302756	Q9NU39
9606.ENSP00000366814	Q6VB85
9606.ENSP00000341961	Q6VB84
9606.ENSP00000366814	Q8WXT5
9606.ENSP00000366637	Q5VV16
9606.ENSP00000366693	Q3SYB3
9606.ENSP00000320604	Q96IV6
9606.ENSP00000247977	Q9NXK8
9606.ENSP00000321927	Q8NEE6
9606.ENSP00000344855	Q8N1E6
9606.ENSP00000224862	Q9H469
9606.ENSP00000318674	Q8N461
9606.ENSP00000437464	Q9UF56
9606.ENSP00000371805	Q96ME1
9606.ENSP00000369666	Q6PCT2
9606.ENSP00000264658	Q96IG2
9606.ENSP00000442112	Q6P050
9606.ENSP00000350170	P51114
9606.ENSP00000250113	P51116
9606.ENSP00000263578	Q96CU9
9606.ENSP00000216187	Q8IWF2
9606.ENSP00000389770	Q14802
9606.ENSP00000363575	P59646
9606.ENSP00000344254	Q96DB9
9606.ENSP00000260282	Q9H0Q3
9606.ENSP00000270310	P58549
9606.ENSP00000296137	Q9BQS8
9606.ENSP00000346671	P06241
9606.ENSP00000264380	Q9Y2I7
9606.ENSP00000229030	Q9ULW2
9606.ENSP00000287934	Q9UP38
9606.ENSP00000323901	Q14332
9606.ENSP00000240093	Q9NPG1
9606.ENSP00000434034	Q9ULV1
9606.ENSP00000354607	Q13467
9606.ENSP00000351605	O60353
9606.ENSP00000286201	O75084
9606.ENSP00000363826	Q9H461
9606.ENSP00000345785	O00144
9606.ENSP00000378529	Q9UM11
9606.ENSP00000355996	P27469
9606.ENSP00000411827	Q96N19
9606.ENSP00000355551	O60478
9606.ENSP00000315106	Q8N3F9
9606.ENSP00000206595	Q7L622
9606.ENSP00000348578	Q13283
9606.ENSP00000352738	Q9UN86
9606.ENSP00000222286	O14556
9606.ENSP00000229239	P04406
9606.ENSP00000343234	Q99999
9606.ENSP00000192314	Q9H3Q3
9606.ENSP00000308591	Q96A11
9606.ENSP00000353142	Q96RP7
9606.ENSP00000323065	Q8TAE8
9606.ENSP00000364964	O95866
9606.ENSP00000364512	Q9NQR9
9606.ENSP00000269097	Q9BUM1
9606.ENSP00000253801	P35575
9606.ENSP00000377192	P11413
9606.ENSP00000366620	O95479
9606.ENSP00000364784	Q9UBA6
9606.ENSP00000344012	Q99501
9606.ENSP00000254466	Q8NHY3
9606.ENSP00000266754	Q86XJ1
9606.ENSP00000360025	P24522
9606.ENSP00000215631	O75293
9606.ENSP00000252506	O95257
9606.ENSP00000262995	Q13480
9606.ENSP00000354952	Q9UQC2
9606.ENSP00000399588	Q8WWW8
9606.ENSP00000383431	Q2WGN9
9606.ENSP00000220429	Q06547
9606.ENSP00000357914	Q8TAK5
9606.ENSP00000346886	Q06546
9606.ENSP00000366233	Q9UBS5
9606.ENSP00000259455	O75899
9606.ENSP00000268251	P80404
9606.ENSP00000282538	Q6ZQY3
9606.ENSP00000385415	A6NGK3
9606.ENSP00000371170	Q4V321
9606.ENSP00000355421	Q6NT46
9606.ENSP00000371144	Q13066
9606.ENSP00000384742	Q4V326
9606.ENSP00000371128	Q13065
9606.ENSP00000416249	Q13067
9606.ENSP00000371119	Q13068
9606.ENSP00000416249	Q13069
9606.ENSP00000416249	Q13070
9606.ENSP00000416249	O76087
9606.ENSP00000314499	O14976
9606.ENSP00000265643	P22466
9606.ENSP00000261304	P54803
9606.ENSP00000363621	Q14376
9606.ENSP00000225614	P51570
9606.ENSP00000453129	Q01415
9606.ENSP00000272252	Q96C23
9606.ENSP00000268695	P34059
9606.ENSP00000349884	Q9UBC7
9606.ENSP00000299727	P47211
9606.ENSP00000329684	O43603
9606.ENSP00000249041	O60755
9606.ENSP00000269195	Q10472
9606.ENSP00000355632	Q10471
9606.ENSP00000376465	Q14435
9606.ENSP00000436604	Q8N4A0
9606.ENSP00000259056	Q7Z7M9
9606.ENSP00000348668	Q8NCL4
9606.ENSP00000265000	Q86SF2
9606.ENSP00000252318	Q9NY28
9606.ENSP00000368119	P07902
9606.ENSP00000403536	Q14353
9606.ENSP00000340466	Q14697
9606.ENSP00000326227	Q8TET4
9606.ENSP00000291688	O60318
9606.ENSP00000248272	Q9H2C0
9606.ENSP00000377665	Q14C86
9606.ENSP00000367196	Q9H4G4
9606.ENSP00000323075	Q8N292
9606.ENSP00000226796	Q9NY12
9606.ENSP00000384593	Q75VX8
9606.ENSP00000269209	Q9H706
9606.ENSP00000362485	Q5VVW2
9606.ENSP00000298743	P54826
9606.ENSP00000278187	O43903
9606.ENSP00000407552	O60861
9606.ENSP00000268699	O95995
9606.ENSP00000355146	Q5JY77
9606.ENSP00000339057	Q96D09
9606.ENSP00000335544	P32239
9606.ENSP00000331358	P01350
9606.ENSP00000365858	P15976
9606.ENSP00000345681	P23769
9606.ENSP00000368632	P23771
9606.ENSP00000334458	P43694
9606.ENSP00000252997	Q9BWX5
9606.ENSP00000269216	Q92908
9606.ENSP00000358042	Q9H0R6
9606.ENSP00000263985	O75879
9606.ENSP00000446872	O43716
9606.ENSP00000287957	Q8WUU5
9606.ENSP00000354869	A6NNH0
9606.ENSP00000452571	A6NHX0
9606.ENSP00000384183	Q8WTX7
9606.ENSP00000379895	P50440
9606.ENSP00000389760	Q8NAP1
9606.ENSP00000367343	Q9HCG7
9606.ENSP00000471397	Q9H227
9606.ENSP00000367869	P62873
9606.ENSP00000305260	P62879
9606.ENSP00000229264	P16520
9606.ENSP00000232564	Q9HAV0
9606.ENSP00000261837	O14775
9606.ENSP00000359000	Q92538
9606.ENSP00000363411	P50151
9606.ENSP00000248564	P61952
9606.ENSP00000360021	Q9UBI6
9606.ENSP00000248150	Q9P2W3
9606.ENSP00000248572	P63211
9606.ENSP00000334448	P59768
9606.ENSP00000294117	P63215
9606.ENSP00000355556	P50150
9606.ENSP00000359675	P63218
9606.ENSP00000371594	O60262
9606.ENSP00000300873	Q9UK08
9606.ENSP00000361110	Q8N5D6
9606.ENSP00000300406	O14610
9606.ENSP00000426909	P63244
9606.ENSP00000359504	P32455
9606.ENSP00000359497	P32456
9606.ENSP00000359512	Q9H0R5
9606.ENSP00000359490	Q96PP9
9606.ENSP00000340396	Q96PP8
9606.ENSP00000359485	Q6ZN66
9606.ENSP00000294671	Q8N8V2
9606.ENSP00000023897	P14867
9606.ENSP00000348897	P47869
9606.ENSP00000359334	P34903
9606.ENSP00000264318	P48169
9606.ENSP00000335592	P31644
9606.ENSP00000274545	Q16445
9606.ENSP00000306866	O95166
9606.ENSP00000295454	P18505
9606.ENSP00000274547	P47870
9606.ENSP00000299267	P28472
9606.ENSP00000367848	O14764
9606.ENSP00000359353	P78334
9606.ENSP00000295452	Q8N1C3
9606.ENSP00000331912	Q99928
9606.ENSP00000266458	Q9H0R8
9606.ENSP00000037243	P60520
9606.ENSP00000394008	Q9BY60
9606.ENSP00000265294	O00591
9606.ENSP00000412673	P24046
9606.ENSP00000386029	P28476
9606.ENSP00000471569	A8MPY1
9606.ENSP00000359329	Q9UN88
9606.ENSP00000297537	Q14549
9606.ENSP00000302251	P52951
9606.ENSP00000318821	Q96CN9
9606.ENSP00000307939	Q8IWJ2
9606.ENSP00000222214	Q92947
9606.ENSP00000318690	P16383
9606.ENSP00000378890	P30793
9606.ENSP00000264717	Q14397
9606.ENSP00000259803	Q9NP62
9606.ENSP00000368805	O75603
9606.ENSP00000300648	Q92616
9606.ENSP00000365920	Q02742
9606.ENSP00000379377	O95395
9606.ENSP00000317027	Q9P109
9606.ENSP00000398277	Q5T4J0
9606.ENSP00000243913	Q6ZNI0
9606.ENSP00000299638	Q9BZD3
9606.ENSP00000252936	Q9BSJ2
9606.ENSP00000261965	Q96CW5
9606.ENSP00000456648	Q9UGJ1
9606.ENSP00000283645	Q96RT8
9606.ENSP00000355777	Q9H3P7
9606.ENSP00000248846	Q96RT7
9606.ENSP00000231509	P04150
9606.ENSP00000419485	Q8N6F7
9606.ENSP00000319531	P23434
9606.ENSP00000370737	P23378
9606.ENSP00000273588	P48728
9606.ENSP00000431245	P33402
9606.ENSP00000296518	Q02108
9606.ENSP00000264424	Q02153
9606.ENSP00000341782	Q96MZ0
9606.ENSP00000220822	Q8TB36
9606.ENSP00000358451	Q9NXN4
9606.ENSP00000265870	P16260
9606.ENSP00000261386	Q9NZC3
9606.ENSP00000294724	P35573
9606.ENSP00000257868	O95390
9606.ENSP00000252809	Q99988
9606.ENSP00000247005	P27539
9606.ENSP00000249598	Q9UK05
9606.ENSP00000331745	Q9NR23
9606.ENSP00000363495	Q5U4N7
9606.ENSP00000363489	P43026
9606.ENSP00000287020	Q6KF10
9606.ENSP00000272224	Q7Z4P5
9606.ENSP00000260950	O14793
9606.ENSP00000296875	O60383
9606.ENSP00000394071	P31150
9606.ENSP00000369538	P50395
9606.ENSP00000269321	P52565
9606.ENSP00000228945	P52566
9606.ENSP00000219409	Q99819
9606.ENSP00000409007	P39905
9606.ENSP00000415786	P07093
9606.ENSP00000284116	Q8N9F7
9606.ENSP00000384363	Q7L5L3
9606.ENSP00000320815	Q6W3E5
9606.ENSP00000337972	Q8WTR4
9606.ENSP00000368405	Q6ZNW5
9606.ENSP00000340454	P52306
9606.ENSP00000362924	P06396
9606.ENSP00000406164	A6NCL1
9606.ENSP00000308533	O14893
9606.ENSP00000321706	P57678
9606.ENSP00000285873	Q8TEQ6
9606.ENSP00000281950	Q8WXD5
9606.ENSP00000270257	Q9H840
9606.ENSP00000369895	Q9NWZ8
9606.ENSP00000230056	O75496
9606.ENSP00000297596	P55040
9606.ENSP00000318977	Q17RS7
9606.ENSP00000417901	Q9NQX3
9606.ENSP00000265857	Q7L5D6
9606.ENSP00000253408	P14136
9606.ENSP00000344782	Q5VTD9
9606.ENSP00000294702	Q99684
9606.ENSP00000368589	Q9NXC2
9606.ENSP00000268797	Q3B7J2
9606.ENSP00000354347	Q06210
9606.ENSP00000253778	O94808
9606.ENSP00000393725	P56159
9606.ENSP00000428518	O00451
9606.ENSP00000274721	O60609
9606.ENSP00000313423	Q9GZZ7
9606.ENSP00000343636	Q6UXV0
9606.ENSP00000260447	P30047
9606.ENSP00000459439	I3L273
9606.ENSP00000397103	A1L429
9606.ENSP00000416249	P0CL80
9606.ENSP00000416249	P0CL81
9606.ENSP00000371141	A6NDE8
9606.ENSP00000416249	P0CL82
9606.ENSP00000409832	A6NER3
9606.ENSP00000454407	Q8N9W4
9606.ENSP00000388606	A6NEY3
9606.ENSP00000421586	A6NEF3
9606.ENSP00000398615	A8MZA4
9606.ENSP00000300515	A6NEM1
9606.ENSP00000388606	A6NI86
9606.ENSP00000453573	D6RB28
9606.ENSP00000452844	H0YKK7
9606.ENSP00000453436	H0YM25
9606.ENSP00000341344	Q9UJY5
9606.ENSP00000311962	Q9UJY4
9606.ENSP00000245541	Q9NZ52
9606.ENSP00000365426	Q9BVM4
9606.ENSP00000275428	O75223
9606.ENSP00000386110	Q9UEU5
9606.ENSP00000364110	Q5JRK9
9606.ENSP00000260118	Q92820
9606.ENSP00000363582	Q5YKI7
9606.ENSP00000307617	Q9H3C7
9606.ENSP00000334940	Q86UU5
9606.ENSP00000282841	O95749
9606.ENSP00000248923	P19440
9606.ENSP00000385721	P36268
9606.ENSP00000385721	A6NGU5
9606.ENSP00000381340	P36269
9606.ENSP00000458307	Q6P531
9606.ENSP00000338964	Q9UJ14
9606.ENSP00000278765	Q9BX51
9606.ENSP00000419751	Q14390
9606.ENSP00000415635	B5MD39
9606.ENSP00000322020	Q9H936
9606.ENSP00000329033	Q9H1K4
9606.ENSP00000301671	Q8N2G8
9606.ENSP00000361207	Q9H3K2
9606.ENSP00000320180	Q02643
9606.ENSP00000335074	Q9UBU3
9606.ENSP00000230882	P10912
9606.ENSP00000241256	Q92847
9606.ENSP00000378409	Q9H7M9
9606.ENSP00000268719	Q8IVV7
9606.ENSP00000266069	Q9NWU2
9606.ENSP00000384886	P13284
9606.ENSP00000302833	Q8WWP7
9606.ENSP00000223293	Q9UG22
9606.ENSP00000255945	Q9NUV9
9606.ENSP00000351473	Q96F15
9606.ENSP00000330374	Q6P9H5
9606.ENSP00000315474	Q8NHV1
9606.ENSP00000305107	Q8ND71
9606.ENSP00000381970	Q9NXP7
9606.ENSP00000356389	Q9NU53
9606.ENSP00000340698	O14908
9606.ENSP00000359795	Q8TF65
9606.ENSP00000319254	Q8TF64
9606.ENSP00000467494	P48546
9606.ENSP00000350005	P09681
9606.ENSP00000378338	Q9Y2X7
9606.ENSP00000347464	Q14161
9606.ENSP00000365550	Q5VSY0
9606.ENSP00000367172	Q9NS71
9606.ENSP00000329292	Q86XP6
9606.ENSP00000281703	Q96MS3
9606.ENSP00000360829	Q7Z4J2
9606.ENSP00000266014	Q68CQ7
9606.ENSP00000354053	Q9H1C3
9606.ENSP00000295759	Q6UWU2
9606.ENSP00000344659	Q8IW92
9606.ENSP00000396615	Q8NCI6
9606.ENSP00000261858	O94923
9606.ENSP00000223145	Q86VQ1
9606.ENSP00000314508	P04062
9606.ENSP00000379839	Q9Y223
9606.ENSP00000389175	Q8IVS8
9606.ENSP00000296783	Q6PIY7
9606.ENSP00000335196	Q6ZMI3
9606.ENSP00000308622	Q53GS7
9606.ENSP00000410833	Q04446
9606.ENSP00000358595	P01215
9606.ENSP00000228682	P08151
9606.ENSP00000354586	P10070
9606.ENSP00000379258	P10071
9606.ENSP00000345024	P10075
9606.ENSP00000266659	P48060
9606.ENSP00000309653	Q8NBF1
9606.ENSP00000262366	Q9BZE0
9606.ENSP00000371398	Q8NEA6
9606.ENSP00000359385	Q92990
9606.ENSP00000354553	Q8WWB7
9606.ENSP00000307900	P15104
9606.ENSP00000380514	Q16775
9606.ENSP00000302552	A6NK44
9606.ENSP00000362353	P43220
9606.ENSP00000262441	O95838
9606.ENSP00000271732	Q9H4A5
9606.ENSP00000354003	P02724
9606.ENSP00000427690	P06028
9606.ENSP00000259254	P04921
9606.ENSP00000351430	P15421
9606.ENSP00000351706	Q14410
9606.ENSP00000368226	Q14409
9606.ENSP00000418001	Q6ZS86
9606.ENSP00000368226	P32189
9606.ENSP00000344648	P57057
9606.ENSP00000411593	P23415
9606.ENSP00000218075	P23416
9606.ENSP00000274093	O75311
9606.ENSP00000361700	Q5JXX5
9606.ENSP00000264428	P48167
9606.ENSP00000237858	P35754
9606.ENSP00000330836	O76003
9606.ENSP00000328570	Q86SX6
9606.ENSP00000383558	P47871
9606.ENSP00000317379	O94925
9606.ENSP00000310447	Q9UI32
9606.ENSP00000297107	Q86SR1
9606.ENSP00000315835	Q8NCW6
9606.ENSP00000364150	Q8IXK2
9606.ENSP00000376570	Q8IUC8
9606.ENSP00000288988	Q96FL9
9606.ENSP00000344260	Q8N3T1
9606.ENSP00000336729	Q8N428
9606.ENSP00000227756	Q6P9A2
9606.ENSP00000328070	A6NH11
9606.ENSP00000329654	Q6IS24
9606.ENSP00000376548	Q7Z4T8
9606.ENSP00000423313	Q49A17
9606.ENSP00000315263	Q9NZD2
9606.ENSP00000252455	P14314
9606.ENSP00000387662	P01275
9606.ENSP00000340200	Q6IB77
9606.ENSP00000318868	P34896
9606.ENSP00000370555	O15488
9606.ENSP00000340736	P46976
9606.ENSP00000300079	Q969I3
9606.ENSP00000287275	Q8WU03
9606.ENSP00000360240	Q5SZD4
9606.ENSP00000333667	P34897
9606.ENSP00000322716	Q49A26
9606.ENSP00000282570	Q96IK5
9606.ENSP00000370194	O60547
9606.ENSP00000294409	Q9Y692
