gene,TP53_pval,TP53_cor,e3_ligase
HIST2H2BE,0.671916667,-0.1088,
LPHN1,0.750538857,-0.1087,
SLC35B3,0.830032575,-0.1087,
TXN,0.673072487,-0.1086,
C6orf211,0.672829499,-0.1086,
USP27X,0.687476462,-0.1085,
DNAJC1,0.673315386,-0.1085,
QTRTD1,0.673677419,-0.1085,
RARRES2,0.673911184,-0.1084,
MFAP5,0.673856091,-0.1084,
RHOT2,0.673796556,-0.1084,
FAM168A,0.673911184,-0.1083,
COPS7B,0.674030082,-0.1083,
UNC45A,0.673970644,-0.1083,
CACNA2D1,0.674272228,-0.1082,
FBN2,0.674815506,-0.1081,
PDGFRA,0.680655688,-0.108,
METTL5,0.683332806,-0.108,
LOXHD1,0.745214544,-0.108,
TPM1,0.674859938,-0.108,
GOLM1,0.674859938,-0.108,
NUPL1,0.674859938,-0.1079,
FN3K,0.674859938,-0.1079,
MPDU1,0.692181793,-0.1078,
FADD,0.675755175,-0.1077,
SERPINA7,0.676236721,-0.1076,
TNC,0.676899782,-0.1075,
HOPX,0.677140215,-0.1075,
RSU1,0.67736173,-0.1074,
CLHC1,0.799612789,-0.1074,
LOX,0.67736173,-0.1073,
POLR2G,0.677647106,-0.1071,
WDR41,0.689445012,-0.1071,
ERCC4,0.677647106,-0.1071,
LPCAT3,0.689445012,-0.107,
SAMD4B,0.678307129,-0.107,
AP2M1,0.679856982,-0.1067,
COA3,0.679856982,-0.1067,
FBXL17,0.722252775,-0.1067,
CILP2,0.729785511,-0.1067,
PIN1,0.680153322,-0.1066,
LSS,0.680622214,-0.1065,
KRT32,0.693123682,-0.1064,
PIGO,0.701332804,-0.1064,
VPS53,0.680655688,-0.1064,
PRPSAP1,0.68095083,-0.1063,
F7,0.699142699,-0.1062,
EVPL,0.681663431,-0.1061,
KLHDC10,0.806391394,-0.106,
NF1,0.682225702,-0.1059,
UVRAG,0.682225702,-0.1059,
SPON2,0.724762204,-0.1059,
FOXO1,0.693528783,-0.1058,
SERPINC1,0.683568888,-0.1056,
ADHFE1,0.742795654,-0.1056,
TET1,0.818530127,-0.1055,
WDFY3,0.68410469,-0.1052,
ALX4,0.76250187,-0.1052,
NAPRT1,0.684161017,-0.1052,
NPDC1,0.750384105,-0.1051,
RIC8B,0.685304124,-0.1048,
TOR2A,0.686006638,-0.1047,
TAMM41,0.686006638,-0.1047,
FAM177A1,0.686652729,-0.1046,
SQSTM1,0.687531966,-0.1044,
ERICH1,0.730431603,-0.1044,
ARL6,0.688809188,-0.1042,
CGREF1,0.781000977,-0.1041,
MDK,0.689152447,-0.1041,
PYGO2,0.689385267,-0.104,
DYNC1LI1,0.689415177,-0.1039,
ACP5,0.689415177,-0.1039,
MAT1A,0.689445012,-0.1038,
C2CD2,0.796936353,-0.1038,
NFE2L1,0.689554791,-0.1038,
MNX1,0.86307814,-0.1037,
PRKRA,0.766949191,-0.1037,
TBCEL,0.689719312,-0.1037,
USP7,0.689993125,-0.1036,
GALNT6,0.689938402,-0.1036,
COMMD10,0.689883658,-0.1036,
CD209,0.693528783,-0.1035,
C18orf21,0.83071322,-0.1035,
TTC39B,0.690321062,-0.1035,
SDF4,0.69037565,-0.1035,
E2F1,0.771779553,-0.1034,
CFTR,0.815004142,-0.1033,
RBBP7,0.691110286,-0.1033,
EFNB2,0.76178886,-0.1032,
LAMA2,0.691395477,-0.1032,
SLC25A35,0.693528783,-0.1031,
NELFE,0.692181793,-0.103,
TTLL12,0.692574118,-0.1029,
NDUFS2,0.692682059,-0.1028,
PSME1,0.692682059,-0.1028,
KPTN,0.692786922,-0.1027,
ARHGAP10,0.692786922,-0.1026,
C2orf68,0.73045595,-0.1025,
C7orf49,0.792972591,-0.1025,
GLI2,0.80245227,-0.1024,
ADPRHL2,0.693460088,-0.1024,
VWF,0.693528783,-0.1023,
RINT1,0.693528783,-0.1022,
MRI1,0.693528783,-0.102,
TSSC4,0.693528783,-0.102,
KIAA0196,0.693528783,-0.102,
FUCA2,0.693528783,-0.102,
NDUFA11,0.693528783,-0.102,
TNK1,0.704119795,-0.1019,
MLYCD,0.693528783,-0.1019,
REPS1,0.693528783,-0.1019,
TNKS1BP1,0.693983877,-0.1018,
FBXO39,0.846503039,-0.1018,
UBXN2A,0.807633343,-0.1018,
H6PD,0.694476765,-0.1017,
CORO7,0.694529801,-0.1016,
AGPAT2,0.753505107,-0.1015,
CCDC28A,0.695906636,-0.1014,
ANKRD50,0.69630728,-0.1014,
ZNF813,0.696533867,-0.1013,
PAPD5,0.704077749,-0.1013,
GNG11,0.774457826,-0.1013,
RIOK2,0.696639095,-0.1013,
KCNH5,0.839295312,-0.101,
AP2S1,0.69836207,-0.1009,
DDX60,0.69836207,-0.1009,
DNAJA4,0.69836207,-0.1009,
PPFIA2,0.698466389,-0.1008,
TEX30,0.720993611,-0.1008,
DNM1,0.699038639,-0.1007,
IFITM1,0.721003539,-0.1007,
NAGLU,0.699142699,-0.1006,
PRKRIP1,0.699142699,-0.1006,
DDX26B,0.699142699,-0.1006,
PLXNB1,0.724499219,-0.1006,
ANGPTL6,0.817099432,-0.1005,
IARS2,0.700317979,-0.1003,
TBC1D25,0.760859572,-0.1002,
TTC1,0.70040332,-0.1002,
ABCD4,0.821839143,-0.1002,
COLEC12,0.74140706,-0.1002,
TBL1X,0.701332804,-0.1,
HSPB8,0.701486799,-0.0999,
STAM,0.702152273,-0.0997,
KRT36,0.704119795,-0.0997,
GINS4,0.711827542,-0.0996,
HOXA3,0.830215322,-0.0996,
ANAPC4,0.703247249,-0.0994,
FLYWCH2,0.703965223,-0.0993,
AMIGO2,0.823562337,-0.0993,
NFATC2IP,0.704077749,-0.0992,
DBNDD1,0.750115358,-0.0991,
ZNF836,0.730168497,-0.0991,
PEBP1,0.704119795,-0.0991,
CDKN2AIPNL,0.704077749,-0.0991,
LYSMD1,0.704077749,-0.0991,
PGGT1B,0.704119795,-0.099,
LSM4,0.704119795,-0.099,
GNGT1,0.794210828,-0.0989,
HCRT,0.704512241,-0.0989,
DDR2,0.874782438,-0.0989,
TCEAL1,0.705075522,-0.0988,
KDM5A,0.705346954,-0.0987,
FBLN1,0.705597812,-0.0986,
STXBP3,0.706289413,-0.0984,
PLAC9,0.725859613,-0.0983,
RNASET2,0.707291551,-0.0983,
AP4M1,0.72603998,-0.0983,
ELAC2,0.707291551,-0.0983,
DAZAP1,0.707341297,-0.0983,
AGAP1,0.708682927,-0.098,
GLRX5,0.708688586,-0.098,
DDX23,0.709176911,-0.0978,
SPTLC2,0.709883886,-0.0977,
RBMXL2,0.710201156,-0.0976,
SLC25A29,0.737760966,-0.0975,
UBE2D2,0.71092957,-0.0975,
TRIP11,0.712094833,-0.0973,
PTPRF,0.712094833,-0.0973,
UMPS,0.7125327,-0.0972,
TPST1,0.834253931,-0.0972,
KIF3B,0.7125327,-0.0971,
PRPF31,0.7125327,-0.0971,
CPNE5,0.7125327,-0.0971,
RMI1,0.750346941,-0.0971,
DOCK5,0.713307692,-0.0969,
INPPL1,0.713742751,-0.0968,
NUDT14,0.714104807,-0.0967,
RUNX1,0.714418271,-0.0966,
RSAD1,0.764010852,-0.0966,
LINS,0.749686426,-0.0965,
SLC30A1,0.715019324,-0.0965,
TOX3,0.715019324,-0.0964,
GFER,0.715115164,-0.0964,
KLHDC2,0.724762204,-0.0964,
BAD,0.715067252,-0.0964,
CACNB4,0.724762204,-0.0963,
LZTS3,0.750115358,-0.0963,
CPSF3L,0.715163059,-0.0963,
ZRSR2,0.716193798,-0.0961,
EFTUD1,0.716742376,-0.0959,
UCK1,0.717336784,-0.0957,
A1BG,0.717336784,-0.0957,
AOC2,0.718196742,-0.0955,
CA2,0.718908201,-0.0953,
ZSCAN18,0.718861255,-0.0953,
MMAB,0.719048944,-0.0952,
MSRB3,0.719785028,-0.0951,
RHBDF1,0.726235507,-0.0949,
STAMBP,0.72051988,-0.0949,
ARNT,0.720993611,-0.0948,
PYROXD2,0.744085304,-0.0948,
MED9,0.721003539,-0.0948,
CAV1,0.721003539,-0.0947,
PRDX3,0.721049908,-0.0946,
PKP4,0.721003539,-0.0946,
CTNNA1,0.72156844,-0.0945,
CARHSP1,0.722252775,-0.0944,
CELSR2,0.726235507,-0.0943,
COQ6,0.722511381,-0.0943,
TMC4,0.733384615,-0.0943,
MKNK1,0.744075695,-0.0942,
INTS6,0.72448286,-0.0939,
CBX1,0.724300316,-0.0939,
COMMD6,0.724635868,-0.0937,
CSNK1D,0.724726892,-0.0937,
SELP,0.794910221,-0.0936,
RASA3,0.724762204,-0.0936,
GTF2A1,0.724762204,-0.0936,
HBZ,0.724762204,-0.0935,
RASSF6,0.735685696,-0.0935,
CALB2,0.724972799,-0.0934,
AP3S2,0.724762204,-0.0934,
MRPL51,0.724762204,-0.0934,
TMTC2,0.776366305,-0.0934,
MSI1,0.725228581,-0.0933,
TMA16,0.725183325,-0.0933,
KIT,0.725814484,-0.0932,
TSNAX,0.72603998,-0.0931,
LRRC41,0.72603998,-0.0931,
UBE2J2,0.74854948,-0.093,
GDF10,0.799584227,-0.0929,
LDHA,0.726235507,-0.0929,
PRCP,0.726235507,-0.0928,
LCMT1,0.726235507,-0.0928,
DEPTOR,0.726325255,-0.0928,
ERI1,0.726235507,-0.0928,
KANK4,0.726235507,-0.0928,
EIF1B,0.726534519,-0.0927,
IFIT3,0.726638908,-0.0927,
ULK3,0.726638908,-0.0926,
PSMA3,0.726638908,-0.0926,
LMNB1,0.726638908,-0.0926,
SEMA4C,0.745810824,-0.0926,
DARS2,0.726847879,-0.0926,
LSM12,0.726638908,-0.0926,
CSNK1A1L,0.727354847,-0.0925,
C6orf106,0.727444021,-0.0924,
GSTO1,0.728278004,-0.0922,
SSBP3,0.728575029,-0.0922,
MACROD1,0.728632787,-0.0921,
NDE1,0.728619357,-0.0921,
RIMS1,0.837952555,-0.092,
RAB3IP,0.72869045,-0.092,
FLNB,0.72869045,-0.092,
SNRPEP2,0.729194303,-0.0919,
SNRPE,0.729194303,-0.0919,
MDM1,0.791293075,-0.0919,
R3HDM4,0.86126075,-0.0919,
SNAPC5,0.848417701,-0.0918,
PARP9,0.729785511,-0.0918,
DICER1,0.729728838,-0.0918,
UBA7,0.730168497,-0.0916,
THBS3,0.730168497,-0.0916,
ADAP2,0.730343958,-0.0915,
AK5,0.730343958,-0.0915,
GOLGA5,0.73045595,-0.0914,
ACTR6,0.73045595,-0.0914,
CREB1,0.73045595,-0.0914,
SYNPO,0.731031747,-0.0913,
PSMA7,0.731238129,-0.0912,
PID1,0.821302824,-0.0912,
TRMT10A,0.734531123,-0.0912,
BRD9,0.731781179,-0.0911,
BRCC3,0.731781179,-0.0911,
SOD1,0.732279987,-0.091,
ZNF552,0.733178985,-0.0908,
FGF2,0.735830528,-0.0907,
ITGB5,0.734077398,-0.0907,
MRPL46,0.734488166,-0.0906,
DNAJC14,0.828877981,-0.0906,
ZC3H12A,0.73478857,-0.0905,
XIAP,0.734831429,-0.0904,
SRP72,0.734874274,-0.0904,
MRPL27,0.735011868,-0.0904,
MAPK12,0.735591772,-0.0902,
NDUFA12,0.735591772,-0.0902,
FXYD3,0.801125297,-0.0901,
COPB2,0.735830528,-0.09,
CKB,0.735830528,-0.0899,
SIDT1,0.852399479,-0.0899,
DDRGK1,0.735830528,-0.0899,
TBCD,0.736238011,-0.0898,
C2orf76,0.74190173,-0.0897,
PAF1,0.736602906,-0.0897,
GRHL3,0.880422782,-0.0897,
ERCC3,0.737178839,-0.0896,
TARDBP,0.73677212,-0.0896,
CDK5RAP3,0.737228687,-0.0895,
LRRC20,0.737592717,-0.0894,
CSNK1A1,0.737760966,-0.0893,
ALDH1A1,0.740760629,-0.0888,
COL2A1,0.740760629,-0.0888,
MAGED1,0.740760629,-0.0887,
ADAMTS12,0.769660876,-0.0887,
PAK6,0.749686426,-0.0886,
RBM3,0.741695849,-0.0885,
VPS33B,0.741695849,-0.0884,
MRPL50,0.741695849,-0.0884,
EFEMP1,0.74190173,-0.0883,
ATG5,0.742148352,-0.0882,
CTTN,0.742148352,-0.0882,
UHRF1BP1,0.742148352,-0.0882,
MYCBP,0.742554156,-0.0881,
STEAP2,0.861061116,-0.0881,
FAM160B1,0.742836555,-0.088,
SLC30A5,0.774457826,-0.088,
HDHD3,0.742877444,-0.088,
PSMG4,0.743556429,-0.0879,
MYOM1,0.846503039,-0.0879,
AHR,0.744085304,-0.0877,
SUPT6H,0.744085304,-0.0877,
COG2,0.744085304,-0.0877,
RPAP3,0.744085304,-0.0877,
APOA1,0.744085304,-0.0876,
LYRM9,0.753618933,-0.0876,
HOOK1,0.744166475,-0.0876,
SPHK1,0.770803248,-0.0876,
TSFM,0.744256852,-0.0875,
PPFIA3,0.744256852,-0.0874,
SLC35A2,0.792942674,-0.0874,
KAT7,0.744256852,-0.0874,
RGCC,0.751734947,-0.0874,
ARL6IP1,0.744256852,-0.0874,
TRERF1,0.807633343,-0.0874,
PDDC1,0.744256852,-0.0874,
EIF4E1B,0.775919905,-0.0873,
HPS3,0.744340788,-0.0873,
ARHGAP24,0.753505107,-0.087,
ASAP2,0.746217175,-0.0868,
LRRC59,0.746217175,-0.0868,
MRPL41,0.746217175,-0.0868,
MYO3B,0.796936353,-0.0868,
AGPAT1,0.750346941,-0.0868,
TXN2,0.746217175,-0.0867,
SH2D3C,0.799584227,-0.0866,
MED23,0.747046806,-0.0865,
NXT2,0.751121233,-0.0865,
SPO11,0.774457826,-0.0864,
QRSL1,0.747758799,-0.0864,
WNT5A,0.83154716,-0.0863,
HEPH,0.828877981,-0.0863,
YRDC,0.748311806,-0.0862,
ATXN1,0.748311806,-0.0862,
CPT2,0.748509693,-0.0861,
WIPI1,0.748509693,-0.0861,
DTNBP1,0.748549827,-0.086,
STXBP5L,0.81876768,-0.0859,
PER3,0.875190492,-0.0859,
PSMB5,0.748746373,-0.0859,
GNAT3,0.74913928,-0.0858,
ADK,0.749257044,-0.0858,
SMARCD3,0.749570836,-0.0857,
NUDCD3,0.749492487,-0.0857,
ACAP3,0.760022943,-0.0857,
GRAMD1A,0.750346941,-0.0856,
BCKDK,0.749648447,-0.0855,
DHRS7B,0.749648447,-0.0855,
TF,0.749686426,-0.0854,
TOX4,0.749686426,-0.0854,
SSFA2,0.749686426,-0.0853,
BCAR1,0.749686426,-0.0853,
HDAC7,0.749686426,-0.0853,
TP63,0.749686426,-0.0853,
CACNA2D2,0.820703376,-0.0852,
PPP1R12C,0.750154246,-0.0851,
PMPCA,0.750346941,-0.085,
HMG20A,0.750346941,-0.085,
AKR1C2,0.750384105,-0.0849,
MVP,0.750346941,-0.0849,
LIPT2,0.831637946,-0.0848,
ARMC7,0.772501185,-0.0848,
NUMB,0.750577515,-0.0847,
MVB12B,0.770803248,-0.0846,
DOPEY2,0.751158501,-0.0845,
ARTN,0.751543097,-0.0843,
POLR2I,0.751504691,-0.0843,
STAB1,0.751504691,-0.0843,
ACSM3,0.847891783,-0.0842,
MAP1LC3B,0.753770536,-0.0842,
GPC1,0.752586348,-0.0841,
SOD3,0.7522382,-0.0841,
H2AFY2,0.752779463,-0.084,
SERPINA3,0.75296772,-0.0839,
PSMB7,0.753160477,-0.0839,
C21orf2,0.777124525,-0.0839,
MB21D2,0.75296772,-0.0839,
MAP2K5,0.762005672,-0.0838,
CABLES1,0.757683917,-0.0837,
CDH11,0.753732653,-0.0836,
MLLT1,0.753732653,-0.0836,
GABRR1,0.798178966,-0.0835,
MYT1,0.834498136,-0.0835,
MAN1A1,0.753956777,-0.0835,
GRPEL2,0.764117558,-0.0835,
CALB1,0.753956777,-0.0834,
ALG2,0.754224225,-0.0834,
ACE,0.754566759,-0.0833,
HOMER2,0.754566759,-0.0833,
COG1,0.754566759,-0.0833,
RPRD1A,0.754642047,-0.0832,
IFIT1,0.754946334,-0.0831,
PYCRL,0.755287733,-0.0831,
ALDH3B1,0.766471748,-0.0831,
ZNF536,0.828877981,-0.083,
ERLEC1,0.755287733,-0.083,
SMG6,0.769268656,-0.083,
NTAN1,0.755287733,-0.083,
PLIN3,0.755287733,-0.083,
DNAAF2,0.76944147,-0.0829,
TMEM134,0.836052388,-0.0829,
RXRB,0.756433954,-0.0828,
MYPN,0.76250187,-0.0828,
MATK,0.76250187,-0.0828,
SEH1L,0.756736438,-0.0827,
ACO1,0.756736438,-0.0827,
RPA3,0.756736438,-0.0827,
CASZ1,0.75711279,-0.0826,
MRPL48,0.75711279,-0.0826,
NARS,0.75711279,-0.0825,
PAMR1,0.807633343,-0.0825,
DTWD1,0.774133613,-0.0824,
CLEC3B,0.758560945,-0.0823,
RANBP9,0.758750982,-0.0823,
BHLHE41,0.794910221,-0.0823,
SLC44A1,0.759014503,-0.0822,
NUP62,0.759014503,-0.0822,
MTHFR,0.759547218,-0.0821,
EWSR1,0.759051257,-0.0821,
GEMIN6,0.759956522,-0.082,
MATR3,0.759889979,-0.082,
ORC1,0.84941744,-0.0819,
LRRC47,0.759956522,-0.0819,
C2orf43,0.760022943,-0.0818,
SCARA3,0.898523221,-0.0817,
SRBD1,0.760859572,-0.0817,
METTL10,0.761230247,-0.0816,
TGFBRAP1,0.761230247,-0.0816,
RCCD1,0.761644098,-0.0815,
LCMT2,0.831660469,-0.0813,
TPRG1L,0.762005672,-0.0813,
NEFM,0.762178076,-0.0812,
TLE4,0.762402131,-0.0811,
EFHD1,0.762178076,-0.0811,
CRYZ,0.762949035,-0.0809,
CCT3,0.763056501,-0.0808,
CTBS,0.763806072,-0.0807,
EML5,0.810262472,-0.0807,
MRPL40,0.763806072,-0.0806,
CTSK,0.763841736,-0.0806,
DHODH,0.764010852,-0.0805,
ORC2,0.764010852,-0.0805,
TSC22D4,0.764010852,-0.0805,
ACSS2,0.764304393,-0.0804,
HSPG2,0.764117558,-0.0804,
TINAGL1,0.764339906,-0.0804,
LIMD1,0.764980376,-0.0803,
ANXA13,0.765388891,-0.0802,
GNA12,0.766471748,-0.08,
RGS10,0.766949191,-0.0798,
POU2F3,0.768481728,-0.0796,
GLYAT,0.88539805,-0.0795,
HNRNPAB,0.768678408,-0.0794,
MIA3,0.768678408,-0.0794,
PRKAG1,0.76944147,-0.0792,
CSF1R,0.76944147,-0.0792,
BPNT1,0.76944147,-0.0792,
KNG1,0.76944147,-0.0792,
PGLYRP2,0.769626378,-0.0791,
DHRSX,0.783054481,-0.0791,
WFDC2,0.770837528,-0.0789,
LGSN,0.787433865,-0.0789,
RTF1,0.771056185,-0.0788,
HIST2H2AB,0.770871798,-0.0788,
SWAP70,0.771779553,-0.0786,
VPRBP,0.772113479,-0.0785,
CDCA3,0.896142201,-0.0785,
INTS5,0.772501185,-0.0784,
TTC5,0.772501185,-0.0784,
SPARCL1,0.774200929,-0.0781,
ECHDC1,0.774402634,-0.078,
ZEB2,0.774402634,-0.078,
FEV,0.842609597,-0.078,
GDAP1,0.774402634,-0.078,
LARS2,0.774457826,-0.0779,
PCDHGA2,0.859522531,-0.0779,
CTNNA2,0.774457826,-0.0778,
FARS2,0.774457826,-0.0778,
IARS,0.774457826,-0.0778,
AMBP,0.77462522,-0.0777,
GNAQ,0.77462522,-0.0777,
PRMT6,0.801773318,-0.0777,
LNPEP,0.77462522,-0.0777,
SIK3,0.774990124,-0.0776,
CLTCL1,0.77532148,-0.0775,
MRPL15,0.775489848,-0.0775,
ZNF217,0.775489848,-0.0774,
MRPL16,0.775489848,-0.0774,
IGF1R,0.775489848,-0.0773,
RAF1,0.775489848,-0.0773,
CA3,0.775489848,-0.0773,
PIGV,0.801125297,-0.0773,
SERPING1,0.77582039,-0.0773,
DPYD,0.775919905,-0.0772,
C1orf50,0.776019331,-0.0772,
ITGA2,0.776580722,-0.077,
RASGRF1,0.797689688,-0.077,
BLOC1S6,0.776399346,-0.077,
NFYA,0.777124525,-0.0769,
CNNM4,0.777157429,-0.0768,
ALG12,0.857187806,-0.0766,
RICTOR,0.779081767,-0.0765,
COL6A6,0.792852872,-0.0763,
EIF4E2,0.7803125,-0.0763,
HEBP1,0.780034973,-0.0763,
TRMT5,0.7803125,-0.0763,
LMO7,0.7803125,-0.0762,
SAP30L,0.780936473,-0.0761,
NUP37,0.781804529,-0.076,
PLA2G15,0.781900828,-0.0759,
GGA2,0.781932909,-0.0759,
H2AFV,0.781997043,-0.0759,
ESAM,0.842609597,-0.0759,
UNC13C,0.821498225,-0.0757,
MAU2,0.782663811,-0.0757,
SYNE3,0.842609597,-0.0757,
LPP,0.782567992,-0.0757,
SNAP91,0.783444805,-0.0755,
KIF20A,0.810235988,-0.0753,
ITIH3,0.783888837,-0.0752,
PDHA1,0.784498647,-0.075,
GPN1,0.784509331,-0.075,
MTMR10,0.786192851,-0.075,
ELF1,0.784509331,-0.075,
LIN9,0.791323324,-0.075,
WDR81,0.784540817,-0.0749,
COL15A1,0.784572293,-0.0749,
BDH2,0.784509331,-0.0749,
NELL2,0.858200388,-0.0749,
HTRA2,0.78475047,-0.0749,
BICD1,0.784813333,-0.0748,
SERPINA1,0.785859355,-0.0746,
CDKN1A,0.901764154,-0.0746,
PTEN,0.786401406,-0.0744,
PHC3,0.78731006,-0.0743,
LLPH,0.801773318,-0.0743,
ARVCF,0.787433865,-0.0742,
WDR92,0.787433865,-0.0742,
KRT15,0.787473256,-0.0741,
ARL4A,0.788441801,-0.0739,
NHLRC3,0.788917815,-0.0738,
AOX1,0.793066628,-0.0738,
HOXD4,0.871070063,-0.0738,
RAB4B,0.788825829,-0.0738,
OXLD1,0.807504407,-0.0737,
TOP3B,0.790504244,-0.0735,
PNPLA2,0.790121622,-0.0735,
IGFBP7,0.790971537,-0.0734,
SNCG,0.79152935,-0.0732,
PPA2,0.791880769,-0.0732,
ATL3,0.792231984,-0.0731,
FKBP7,0.792201894,-0.0731,
GGA3,0.792852872,-0.0729,
NAB2,0.793066628,-0.0727,
TMOD3,0.793066628,-0.0727,
VPS35,0.793066628,-0.0727,
CASC4,0.806918575,-0.0727,
PRKACB,0.793066628,-0.0727,
ARHGAP6,0.848312038,-0.0726,
SNX18,0.793735868,-0.0726,
PHB,0.793735868,-0.0725,
NDUFV1,0.79382887,-0.0725,
NAA40,0.801125297,-0.0724,
NEK7,0.79382887,-0.0724,
SNTA1,0.799584227,-0.0723,
ACOX3,0.79400695,-0.0723,
PRKX,0.79400695,-0.0723,
ICAM2,0.801125297,-0.0723,
CASK,0.794181207,-0.0723,
NXT1,0.794414588,-0.0722,
KLC1,0.794910221,-0.0721,
RPS6KB2,0.79600896,-0.0719,
MRPL47,0.796182575,-0.0718,
PRPF38A,0.796385382,-0.0718,
GLTPD1,0.806391394,-0.0717,
CPNE7,0.796558868,-0.0717,
GCH1,0.872090331,-0.0717,
UBE2L6,0.796936353,-0.0716,
COPG1,0.796936353,-0.0716,
C15orf38,0.796936353,-0.0716,
WHSC1L1,0.796936353,-0.0716,
RHOC,0.796936353,-0.0716,
POTEE,0.797400029,-0.0714,
CHN2,0.875832161,-0.0714,
ECH1,0.797689688,-0.0713,
KIF3A,0.797400029,-0.0713,
CDK10,0.823562337,-0.0712,
FAAH2,0.842609597,-0.0712,
ACP1,0.798494757,-0.071,
FNTA,0.798609792,-0.0709,
BLOC1S4,0.798609792,-0.0709,
CCDC96,0.908797721,-0.0709,
MRPS36,0.799212059,-0.0708,
NBR1,0.801773318,-0.0708,
RAD21,0.799584227,-0.0707,
PTPRT,0.896306475,-0.0707,
PXK,0.799584227,-0.0707,
ZFR2,0.868903787,-0.0706,
FAM91A1,0.799584227,-0.0706,
FEN1,0.800156297,-0.0705,
LPGAT1,0.800156297,-0.0705,
ATP6V1G2,0.800327851,-0.0705,
SRPK2,0.800156297,-0.0705,
PTPMT1,0.800384704,-0.0704,
GUCY1B3,0.801125297,-0.0702,
PPME1,0.801125297,-0.0702,
FGGY,0.801125297,-0.0702,
COMMD1,0.801125297,-0.0702,
PPAP2C,0.889873341,-0.0702,
CEP120,0.809093997,-0.0701,
GRTP1,0.831952095,-0.07,
C16orf58,0.80686431,-0.0699,
MAN1B1,0.801773318,-0.0698,
PDSS2,0.801773318,-0.0698,
PCTP,0.801773318,-0.0698,
VCPKMT,0.848358612,-0.0698,
GTF2H5,0.814927475,-0.0698,
CSTF2T,0.80245227,-0.0696,
COA4,0.80245227,-0.0696,
GOLGA3,0.802678201,-0.0695,
CCDC92,0.80321587,-0.0694,
CAPN2,0.803441251,-0.0693,
YEATS4,0.80363871,-0.0692,
ALKBH3,0.812154143,-0.0692,
SFXN5,0.807450353,-0.0692,
TRAF3IP2,0.808318086,-0.0692,
DIXDC1,0.912004304,-0.0691,
ZNF212,0.882648946,-0.069,
TDP2,0.805026275,-0.069,
COMTD1,0.80499875,-0.069,
SENP5,0.882648946,-0.069,
PF4V1,0.814799555,-0.0688,
LPHN2,0.810069177,-0.0688,
CROCC,0.806014306,-0.0688,
FEZ2,0.806014306,-0.0688,
AKR1C1,0.806391394,-0.0687,
NID1,0.806391394,-0.0687,
JOSD2,0.814850744,-0.0687,
TAB3,0.80635244,-0.0687,
FAM173A,0.87202632,-0.0686,
TXNL4A,0.806391394,-0.0685,
RPL22L1,0.80686431,-0.0683,
DIS3L2,0.80686431,-0.0683,
SMARCB1,0.80686431,-0.0683,
TRAPPC6B,0.807282182,-0.0682,
RPS19BP1,0.842609597,-0.0682,
SLC12A6,0.821960582,-0.068,
CAPZA2,0.807633343,-0.068,
FUT11,0.807633343,-0.068,
JUND,0.807821897,-0.0678,
IDE,0.808237623,-0.0677,
CPEB4,0.808318086,-0.0677,
DSN1,0.808425264,-0.0676,
FAM114A1,0.809067323,-0.0675,
LRP2,0.809287702,-0.0674,
POLR2C,0.809454694,-0.0674,
MYH11,0.809481298,-0.0673,
SLC25A36,0.817752816,-0.0672,
UQCRC1,0.810288948,-0.0672,
COX5A,0.810341878,-0.0671,
SUSD2,0.811148365,-0.067,
CDC42BPA,0.811481218,-0.0669,
CHMP4A,0.81155124,-0.0668,
G6PD,0.811769804,-0.0667,
FUOM,0.82152262,-0.0667,
PCDHGA1,0.882648946,-0.0666,
SYNC,0.836052388,-0.0666,
KRT12,0.812928103,-0.0664,
OLFML2B,0.812928103,-0.0664,
YIF1A,0.817099432,-0.0664,
USP9X,0.812928103,-0.0663,
EIF1,0.812928103,-0.0663,
TAB1,0.812928103,-0.0663,
NUP98,0.813284678,-0.0662,
TMEM87B,0.816167037,-0.0662,
TAOK1,0.813553312,-0.0661,
MMRN2,0.813388173,-0.0661,
IFITM3,0.813656585,-0.066,
MRPL42,0.813656585,-0.066,
XYLB,0.814290554,-0.0659,
LRRC1,0.814125679,-0.0659,
EGFLAM,0.833497123,-0.0658,
SMYD5,0.814799555,-0.0657,
PRKAB1,0.814825153,-0.0657,
KXD1,0.815193997,-0.0655,
TMC5,0.881221005,-0.0654,
CPSF4L,0.899806863,-0.0654,
PPP1R12B,0.815737517,-0.0654,
CD93,0.815522489,-0.0654,
KIAA1683,0.914362939,-0.0653,
RABGGTB,0.815926985,-0.0653,
ACACA,0.816167037,-0.0652,
WDR47,0.816381528,-0.0651,
ZNF516,0.818079236,-0.0651,
COG4,0.816734294,-0.0651,
XYLT1,0.83071322,-0.0651,
ALKBH6,0.858236761,-0.065,
IRF3,0.817099432,-0.0649,
BET1,0.820703376,-0.0649,
RAB31,0.817099432,-0.0649,
RPL38,0.817099432,-0.0649,
PNMA2,0.817287972,-0.0648,
PHOX2A,0.857520239,-0.0647,
GREB1,0.818054234,-0.0647,
YPEL5,0.818104232,-0.0647,
NSMCE4A,0.826795037,-0.0645,
TMLHE,0.818530127,-0.0645,
EYA2,0.901764154,-0.0644,
NUDT11,0.818842248,-0.0644,
MAP4,0.819029786,-0.0643,
COL18A1,0.819054596,-0.0643,
PDLIM2,0.819217221,-0.0643,
POFUT1,0.819867273,-0.0641,
